"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","HandCuff","PepperSpray","Firearm","Other","CEW","Stopped","Verbal","Summons"
"45285","Male","Hispanic",2015,94,"Weapon",0,7,3,0,0,0,4,0,7,0,0
"45286","Female","Other",2015,94,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"45287","Male","White",2015,94,"Weapon",0,2,1,0,0,0,0,0,3,0,0
"5607","Female","Black",2015,100,"Assault",0,1,0,1,0,0,1,0,2,0,0
"5608","Male","Black",2015,100,"Assault",0,6,1,4,0,0,1,0,9,0,0
"5609","Male","White",2015,100,"Assault",0,0,0,0,0,0,0,0,3,0,0
"12983","Female","Black",2015,100,"Other",1,1,1,1,0,0,1,0,1,0,0
"12984","Male","Black",2015,100,"Other",0,0,0,2,0,0,0,0,2,0,0
"20369","Male","Black",2015,100,"Substance",1,2,0,0,0,0,1,0,6,0,0
"20370","Male","Hispanic",2015,100,"Substance",1,1,0,0,0,0,0,0,2,0,0
"20371","Male","White",2015,100,"Substance",1,0,0,0,0,0,0,0,1,0,0
"29418","Female","Black",2015,100,"Theft",0,0,0,1,0,0,0,0,2,0,0
"29419","Male","Black",2015,100,"Theft",5,17,2,4,0,2,7,0,29,0,0
"29420","Female","Hispanic",2015,100,"Theft",0,0,0,0,0,0,0,0,1,0,0
"29421","Male","Hispanic",2015,100,"Theft",0,5,0,2,0,0,0,0,9,0,0
"29422","Female","White",2015,100,"Theft",0,0,0,2,0,0,0,0,2,0,1
"29423","Male","White",2015,100,"Theft",2,6,0,0,0,0,0,0,7,0,0
"37495","Male","Black",2015,100,"Tresspass",0,6,0,0,0,0,0,0,6,0,0
"37496","Female","Hispanic",2015,100,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37497","Female","Other",2015,100,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"45365","Female","Black",2015,100,"Weapon",0,2,0,1,0,1,1,0,2,0,0
"45366","Male","Black",2015,100,"Weapon",4,53,11,5,0,4,12,0,54,0,0
"45367","Male","Hispanic",2015,100,"Weapon",2,12,2,0,0,0,1,0,12,0,0
"45368","Male","Other",2015,100,"Weapon",0,1,0,0,0,0,0,0,2,0,0
"45369","Male","White",2015,100,"Weapon",0,2,1,0,0,0,0,0,4,0,0
"5692","Female","Black",2015,101,"Assault",0,1,0,0,0,0,0,0,1,0,0
"5693","Male","Black",2015,101,"Assault",1,13,0,4,0,1,3,0,17,0,1
"13070","Female","Black",2015,101,"Other",0,0,0,0,0,0,0,0,1,0,0
"13071","Male","Black",2015,101,"Other",1,4,0,2,0,0,1,0,5,0,0
"13072","Male","Hispanic",2015,101,"Other",0,1,0,0,0,0,1,0,1,0,0
"13073","Male","Other",2015,101,"Other",0,1,0,0,0,0,0,0,1,0,0
"13074","Male","White",2015,101,"Other",0,1,1,1,0,0,1,0,1,0,0
"20459","Female","Black",2015,101,"Substance",0,0,0,0,0,0,0,0,1,0,0
"20460","Male","Black",2015,101,"Substance",3,6,0,3,0,0,0,0,8,0,0
"20461","Male","Hispanic",2015,101,"Substance",0,2,0,0,0,0,1,0,2,0,0
"20462","Female","White",2015,101,"Substance",0,1,0,0,0,0,1,0,1,0,0
"29543","Male","Black",2015,101,"Theft",4,21,4,9,0,0,5,0,30,0,2
"29544","Female","Hispanic",2015,101,"Theft",0,1,0,1,0,0,0,0,1,0,0
"29545","Male","Hispanic",2015,101,"Theft",1,2,0,1,0,0,0,0,4,0,0
"29546","Male","White",2015,101,"Theft",0,0,0,0,0,0,0,0,1,0,0
"37587","Male","Black",2015,101,"Tresspass",0,1,0,0,0,0,0,0,1,0,0
"37588","Male","Hispanic",2015,101,"Tresspass",0,3,0,0,0,0,0,0,3,0,0
"45476","Female","Black",2015,101,"Weapon",0,0,0,1,0,0,0,0,2,0,0
"45477","Male","Black",2015,101,"Weapon",17,82,24,16,0,6,20,0,87,0,1
"45478","Male","Hispanic",2015,101,"Weapon",2,5,1,2,0,1,0,0,6,0,0
"45479","Male","White",2015,101,"Weapon",1,1,1,0,0,0,0,0,1,0,0
"5792","Female","Black",2015,102,"Assault",0,0,0,0,0,0,0,0,5,0,0
"5793","Male","Black",2015,102,"Assault",0,1,0,0,0,0,0,0,2,0,0
"5794","Female","Hispanic",2015,102,"Assault",1,1,1,1,0,0,0,0,2,0,0
"5795","Male","Hispanic",2015,102,"Assault",2,5,2,2,0,0,4,0,6,0,1
"5796","Male","Other",2015,102,"Assault",1,6,3,2,0,0,1,0,7,0,3
"5797","Female","White",2015,102,"Assault",1,1,0,0,0,0,0,0,2,0,0
"5798","Male","White",2015,102,"Assault",0,0,0,0,0,0,0,0,1,0,0
"13172","Male","Black",2015,102,"Other",0,0,0,0,0,0,0,0,1,0,0
"13173","Male","Hispanic",2015,102,"Other",1,2,0,1,0,0,0,0,4,0,0
"13174","Male","Other",2015,102,"Other",0,0,0,1,0,0,0,0,4,0,0
"13175","Female","White",2015,102,"Other",0,0,0,0,0,0,0,0,1,0,0
"20543","Male","Black",2015,102,"Substance",1,4,1,1,0,0,4,0,4,0,0
"20544","Female","Hispanic",2015,102,"Substance",0,1,0,0,0,0,1,0,1,0,0
"20545","Male","Hispanic",2015,102,"Substance",2,9,2,1,0,0,9,0,17,0,0
"20546","Male","Other",2015,102,"Substance",0,4,0,0,0,0,3,0,6,0,0
"20547","Male","White",2015,102,"Substance",0,1,0,0,0,0,1,0,2,0,0
"29665","Female","Black",2015,102,"Theft",1,1,1,0,0,0,1,0,4,0,0
"29666","Male","Black",2015,102,"Theft",9,48,7,6,0,1,25,0,86,0,2
"29667","Female","Hispanic",2015,102,"Theft",1,3,0,0,0,1,4,0,13,0,0
"29668","Male","Hispanic",2015,102,"Theft",18,133,17,11,0,3,71,0,264,0,5
"29669","Female","Other",2015,102,"Theft",0,1,0,0,0,0,0,0,5,0,0
"29670","Male","Other",2015,102,"Theft",11,46,8,4,0,3,29,0,93,0,1
"29671","Female","White",2015,102,"Theft",1,1,1,1,0,0,0,0,3,0,0
"29672","Male","White",2015,102,"Theft",3,12,3,1,0,0,11,0,38,0,0
"37662","Male","Hispanic",2015,102,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37663","Male","Other",2015,102,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"45589","Male","Black",2015,102,"Weapon",1,10,0,3,0,1,3,0,10,0,0
"45590","Male","Hispanic",2015,102,"Weapon",7,27,11,10,0,1,13,0,29,0,0
"45591","Male","Other",2015,102,"Weapon",2,4,3,3,0,0,1,0,5,0,0
"45592","Male","White",2015,102,"Weapon",0,3,0,0,0,0,2,0,3,0,0
"5894","Female","Black",2015,103,"Assault",0,1,0,1,0,0,2,0,2,0,0
"5895","Male","Black",2015,103,"Assault",1,3,0,5,0,2,3,0,6,0,0
"5896","Male","Other",2015,103,"Assault",0,1,0,3,0,0,0,0,3,0,0
"5897","Male","White",2015,103,"Assault",0,0,0,1,0,0,1,0,1,0,0
"13268","Female","Black",2015,103,"Other",1,1,1,1,0,0,1,0,2,0,0
"13269","Male","Black",2015,103,"Other",0,1,1,2,0,0,0,0,2,0,0
"13270","Male","Hispanic",2015,103,"Other",0,1,1,0,0,0,0,0,1,0,0
"13271","Male","Other",2015,103,"Other",0,0,0,1,0,0,0,0,1,0,0
"20647","Male","Black",2015,103,"Substance",1,2,2,2,0,0,2,0,2,0,0
"20648","Male","White",2015,103,"Substance",0,2,0,0,0,0,0,0,2,0,0
"29806","Female","Black",2015,103,"Theft",2,3,2,3,0,0,0,0,5,0,0
"29807","Male","Black",2015,103,"Theft",5,33,7,9,0,1,12,0,54,0,1
"29808","Unknown","Black",2015,103,"Theft",1,1,1,1,0,0,0,0,1,0,0
"29809","Female","Hispanic",2015,103,"Theft",0,0,0,0,0,0,0,0,2,0,0
"29810","Male","Hispanic",2015,103,"Theft",0,3,1,1,0,0,1,0,14,0,3
"29811","Male","Other",2015,103,"Theft",0,4,2,0,0,0,0,0,7,0,0
"29812","Unknown","Other",2015,103,"Theft",0,1,1,0,0,0,0,0,1,0,0
"29813","Male","White",2015,103,"Theft",0,0,0,0,0,0,0,0,2,0,0
"37759","Male","Black",2015,103,"Tresspass",0,0,0,0,0,0,0,0,3,0,0
"45708","Male","Black",2015,103,"Weapon",1,36,8,8,0,5,14,0,40,0,3
"45709","Female","Hispanic",2015,103,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"45710","Male","Hispanic",2015,103,"Weapon",1,4,2,2,0,0,1,0,4,0,0
"45711","Male","Other",2015,103,"Weapon",0,1,1,0,0,0,1,0,1,0,0
"45712","Unknown","Other",2015,103,"Weapon",0,2,0,2,0,0,1,0,2,0,0
"45713","Male","White",2015,103,"Weapon",0,1,1,0,0,0,0,0,1,0,0
"5989","Male","Black",2015,104,"Assault",0,0,0,0,0,0,0,0,2,0,0
"5990","Male","Hispanic",2015,104,"Assault",3,4,3,2,0,0,2,0,5,0,0
"5991","Male","White",2015,104,"Assault",1,1,1,0,0,0,0,0,2,0,0
"13360","Male","Black",2015,104,"Other",1,1,1,1,0,1,1,0,2,0,0
"13361","Female","Hispanic",2015,104,"Other",0,0,0,0,0,0,1,0,1,0,0
"13362","Male","Hispanic",2015,104,"Other",0,1,1,1,0,1,1,0,3,0,0
"13363","Female","White",2015,104,"Other",1,0,0,1,0,0,0,0,1,0,0
"13364","Male","White",2015,104,"Other",2,0,0,0,0,0,0,0,3,0,0
"20731","Male","Black",2015,104,"Substance",0,1,1,0,0,0,0,0,1,0,0
"20732","Male","Hispanic",2015,104,"Substance",0,5,2,0,0,0,3,0,6,0,0
"20733","Male","White",2015,104,"Substance",0,3,0,1,0,0,1,0,3,0,0
"29942","Male","Black",2015,104,"Theft",5,17,1,5,0,0,2,0,23,0,0
"29943","Female","Hispanic",2015,104,"Theft",0,0,0,0,0,1,0,0,2,0,0
"29944","Male","Hispanic",2015,104,"Theft",10,26,8,5,0,2,3,0,35,0,0
"29945","Male","Other",2015,104,"Theft",0,3,1,1,0,0,0,0,4,0,0
"29946","Male","White",2015,104,"Theft",3,11,2,0,0,1,1,0,14,0,0
"37824","Male","Black",2015,104,"Tresspass",0,1,0,1,0,0,1,0,1,0,0
"37825","Male","Hispanic",2015,104,"Tresspass",3,7,1,1,0,1,2,0,8,0,0
"45811","Male","Black",2015,104,"Weapon",0,4,0,0,0,0,0,0,4,0,0
"45812","Male","Hispanic",2015,104,"Weapon",2,6,4,1,0,1,3,0,6,0,0
"45813","Male","White",2015,104,"Weapon",1,5,0,0,0,0,0,0,5,0,0
"6078","Male","Black",2015,105,"Assault",0,4,1,4,0,1,1,0,8,0,0
"13460","Female","Black",2015,105,"Other",0,0,0,1,0,0,0,0,2,0,0
"13461","Male","Black",2015,105,"Other",2,4,2,3,0,0,0,0,7,0,0
"20827","Female","Black",2015,105,"Substance",2,1,0,0,0,1,0,0,2,0,0
"20828","Male","Black",2015,105,"Substance",9,10,4,5,0,4,1,0,16,0,0
"20829","Male","Other",2015,105,"Substance",1,1,1,1,0,0,0,0,1,0,0
"20830","Male","White",2015,105,"Substance",0,0,0,0,0,0,0,0,1,0,0
"30076","Female","Black",2015,105,"Theft",3,2,0,2,0,0,1,0,10,0,0
"30077","Male","Black",2015,105,"Theft",46,178,35,32,0,3,61,0,237,0,5
"30078","Male","Hispanic",2015,105,"Theft",3,18,4,3,0,0,7,0,32,0,0
"30079","Male","Other",2015,105,"Theft",2,6,3,5,0,0,3,0,22,0,0
"30080","Female","White",2015,105,"Theft",0,3,0,3,0,0,2,0,3,0,0
"30081","Male","White",2015,105,"Theft",2,5,2,3,0,1,4,0,6,0,0
"37865","Male","Black",2015,105,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"45918","Female","Black",2015,105,"Weapon",0,0,0,0,0,1,0,0,1,0,0
"45919","Male","Black",2015,105,"Weapon",28,138,39,28,0,11,39,0,141,0,1
"45920","Male","Hispanic",2015,105,"Weapon",5,14,5,1,0,0,3,0,14,0,0
"45921","Male","Other",2015,105,"Weapon",0,3,3,1,0,1,3,0,3,0,1
"45922","Male","White",2015,105,"Weapon",3,4,2,3,0,0,2,0,4,0,0
"6173","Male","Black",2015,106,"Assault",2,9,4,1,0,1,7,0,11,0,0
"6174","Male","Hispanic",2015,106,"Assault",3,6,3,3,0,0,2,0,9,0,0
"6175","Female","Other",2015,106,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6176","Male","Other",2015,106,"Assault",2,3,1,1,0,0,4,0,11,0,2
"6177","Female","White",2015,106,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6178","Male","White",2015,106,"Assault",0,2,0,0,0,0,0,0,3,0,0
"13552","Male","Black",2015,106,"Other",2,3,1,1,0,0,3,0,4,0,0
"13553","Female","Hispanic",2015,106,"Other",0,1,0,1,0,0,0,0,3,0,0
"13554","Male","Hispanic",2015,106,"Other",1,3,2,2,0,1,2,0,7,0,0
"13555","Male","Other",2015,106,"Other",6,8,6,3,0,0,2,0,9,0,0
"13556","Female","White",2015,106,"Other",0,0,0,0,0,0,0,0,1,0,0
"13557","Male","White",2015,106,"Other",1,4,0,0,0,0,1,0,9,0,0
"20920","Female","Black",2015,106,"Substance",1,1,1,0,0,0,1,0,6,0,0
"20921","Male","Black",2015,106,"Substance",5,16,6,2,0,0,8,0,31,0,1
"20922","Female","Hispanic",2015,106,"Substance",0,0,0,0,0,0,1,0,1,0,0
"20923","Male","Hispanic",2015,106,"Substance",2,8,3,3,0,0,3,0,22,0,1
"20924","Female","Other",2015,106,"Substance",0,0,0,0,0,0,2,0,4,0,0
"20925","Male","Other",2015,106,"Substance",0,4,2,1,0,0,5,0,15,0,1
"20926","Female","White",2015,106,"Substance",0,0,0,0,0,0,1,0,2,0,0
"20927","Male","White",2015,106,"Substance",6,12,4,4,0,0,6,0,20,0,0
"30213","Female","Black",2015,106,"Theft",1,3,2,2,0,1,4,0,8,0,0
"30214","Male","Black",2015,106,"Theft",27,213,58,18,0,7,87,0,339,0,2
"30215","Female","Hispanic",2015,106,"Theft",1,0,0,0,0,0,0,0,5,0,1
"30216","Male","Hispanic",2015,106,"Theft",19,141,40,23,0,6,71,0,244,0,5
"30217","Female","Other",2015,106,"Theft",0,2,1,0,0,0,2,0,9,0,1
"30218","Male","Other",2015,106,"Theft",14,149,35,10,0,0,83,0,288,0,6
"30219","Unknown","Other",2015,106,"Theft",0,1,0,0,0,0,0,0,2,0,0
"30220","Female","White",2015,106,"Theft",0,2,1,0,0,0,1,0,10,0,1
"30221","Male","White",2015,106,"Theft",9,63,18,5,0,0,36,0,170,0,2
"37921","Female","Black",2015,106,"Tresspass",0,1,0,0,0,0,0,0,1,0,0
"37922","Male","Black",2015,106,"Tresspass",1,2,1,1,0,0,0,0,3,0,0
"37923","Male","Hispanic",2015,106,"Tresspass",1,3,1,1,0,0,1,0,4,0,0
"37924","Male","Other",2015,106,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"37925","Male","White",2015,106,"Tresspass",0,0,0,0,0,0,0,0,1,0,0
"46028","Female","Black",2015,106,"Weapon",0,3,0,1,0,0,0,0,4,0,0
"46029","Male","Black",2015,106,"Weapon",4,68,10,10,0,3,31,0,70,0,0
"46030","Unknown","Black",2015,106,"Weapon",1,1,0,0,0,0,1,0,1,0,0
"46031","Female","Hispanic",2015,106,"Weapon",0,1,0,1,0,0,0,0,1,0,0
"46032","Male","Hispanic",2015,106,"Weapon",8,41,8,6,0,1,18,0,46,0,0
"46033","Female","Other",2015,106,"Weapon",0,1,0,0,0,0,1,0,1,0,0
"46034","Male","Other",2015,106,"Weapon",8,72,12,1,0,2,34,0,76,0,0
"46035","Unknown","Other",2015,106,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"46036","Female","White",2015,106,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"46037","Male","White",2015,106,"Weapon",1,17,5,1,0,0,5,0,19,0,0
"6277","Female","Black",2015,107,"Assault",0,1,0,0,0,0,0,0,1,0,0
"6278","Male","Black",2015,107,"Assault",0,1,0,0,0,1,1,0,2,0,0
"6279","Male","Hispanic",2015,107,"Assault",0,2,1,1,0,0,0,0,2,0,0
"6280","Male","Other",2015,107,"Assault",0,3,2,0,0,0,0,0,4,0,0
"13660","Female","Black",2015,107,"Other",0,0,0,0,0,0,0,0,1,0,0
"13661","Male","Black",2015,107,"Other",1,1,1,1,0,0,1,0,5,0,0
"13662","Male","Hispanic",2015,107,"Other",0,4,1,1,0,1,0,0,4,0,0
"13663","Male","Other",2015,107,"Other",0,1,0,0,0,0,0,0,1,0,0
"13664","Male","White",2015,107,"Other",1,2,0,0,0,0,0,0,2,0,0
"21023","Male","Black",2015,107,"Substance",0,1,0,0,0,0,0,0,1,0,0
"21024","Male","Hispanic",2015,107,"Substance",1,1,1,0,0,0,0,0,2,0,0
"21025","Male","Other",2015,107,"Substance",0,6,0,0,0,0,0,0,8,0,0
"21026","Female","White",2015,107,"Substance",1,0,0,0,0,0,0,0,1,0,0
"21027","Male","White",2015,107,"Substance",1,5,1,2,0,0,0,0,7,0,0
"30361","Female","Black",2015,107,"Theft",4,4,0,2,0,2,4,0,11,0,0
"30362","Male","Black",2015,107,"Theft",11,75,14,14,0,6,18,0,139,0,1
"30363","Unknown","Black",2015,107,"Theft",0,0,0,0,0,0,0,0,2,0,0
"30364","Female","Hispanic",2015,107,"Theft",0,0,0,0,0,0,0,0,2,0,0
"30365","Male","Hispanic",2015,107,"Theft",4,43,15,3,0,0,4,0,98,0,2
"30366","Unknown","Hispanic",2015,107,"Theft",0,1,1,0,0,0,0,0,3,0,0
"30367","Female","Other",2015,107,"Theft",0,1,0,0,0,0,0,0,6,0,0
"30368","Male","Other",2015,107,"Theft",8,56,14,3,0,1,10,0,106,0,2
"30369","Unknown","Other",2015,107,"Theft",0,6,2,0,0,0,1,0,17,0,0
"30370","Female","White",2015,107,"Theft",0,0,0,0,0,0,0,0,2,0,0
"30371","Male","White",2015,107,"Theft",3,34,18,1,0,0,3,0,82,0,0
"38027","Male","Black",2015,107,"Tresspass",0,0,0,0,0,0,0,0,6,0,0
"38028","Male","Hispanic",2015,107,"Tresspass",0,1,1,0,0,0,1,0,1,0,0
"46150","Female","Black",2015,107,"Weapon",0,0,0,0,0,1,0,0,1,0,0
"46151","Male","Black",2015,107,"Weapon",2,13,6,2,0,1,7,0,15,0,1
"46152","Female","Hispanic",2015,107,"Weapon",0,1,1,0,0,0,1,0,1,0,0
"46153","Male","Hispanic",2015,107,"Weapon",1,6,1,0,0,1,2,0,7,0,0
"46154","Female","Other",2015,107,"Weapon",0,1,1,1,0,1,1,0,2,0,0
"46155","Male","Other",2015,107,"Weapon",2,15,6,2,0,3,4,0,17,0,1
"46156","Female","White",2015,107,"Weapon",0,0,0,0,0,1,0,0,1,0,0
"46157","Male","White",2015,107,"Weapon",1,9,4,3,0,2,3,0,9,0,0
"6354","Female","Black",2015,108,"Assault",0,2,0,2,0,0,0,0,2,0,2
"6355","Male","Black",2015,108,"Assault",0,3,1,1,0,0,0,0,3,0,0
"6356","Male","Hispanic",2015,108,"Assault",1,2,2,0,0,0,0,0,3,0,0
"13746","Male","Black",2015,108,"Other",0,1,0,0,0,0,0,0,1,0,0
"13747","Male","Hispanic",2015,108,"Other",0,1,1,1,0,0,0,0,1,0,0
"13748","Male","Other",2015,108,"Other",1,2,0,1,0,0,0,0,2,0,0
"13749","Male","White",2015,108,"Other",0,1,0,1,0,0,0,0,1,0,0
"21102","Male","Hispanic",2015,108,"Substance",0,2,0,0,0,0,1,0,2,0,0
"21103","Male","White",2015,108,"Substance",0,1,0,0,0,0,0,0,1,0,0
"30484","Male","Black",2015,108,"Theft",0,10,1,3,0,0,2,0,13,0,0
"30485","Female","Hispanic",2015,108,"Theft",0,1,0,0,0,0,1,0,1,0,0
"30486","Male","Hispanic",2015,108,"Theft",2,18,1,0,0,0,2,0,28,0,0
"30487","Male","Other",2015,108,"Theft",0,7,1,1,0,0,1,0,7,0,1
"30488","Female","White",2015,108,"Theft",0,0,0,0,0,0,0,0,1,0,0
"30489","Male","White",2015,108,"Theft",1,3,1,1,0,0,1,0,6,0,0
"38093","Male","Black",2015,108,"Tresspass",0,1,0,0,0,0,0,0,3,0,0
"38094","Male","White",2015,108,"Tresspass",0,1,0,1,0,0,0,0,1,0,0
"38095","Unknown","White",2015,108,"Tresspass",0,1,0,1,0,0,0,0,1,0,0
"46234","Male","Black",2015,108,"Weapon",0,5,1,0,0,1,1,0,5,0,0
"46235","Male","Hispanic",2015,108,"Weapon",0,5,1,1,0,1,3,0,5,0,0
"46236","Male","Other",2015,108,"Weapon",0,1,1,0,0,0,0,0,2,0,0
"46237","Female","White",2015,108,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"46238","Male","White",2015,108,"Weapon",0,1,0,0,0,0,0,0,2,0,0
"6449","Male","Hispanic",2015,109,"Assault",0,4,0,1,0,0,1,0,5,0,0
"6450","Male","Other",2015,109,"Assault",0,1,0,0,0,0,0,0,1,0,0
"6451","Male","White",2015,109,"Assault",1,1,1,1,0,0,0,0,2,0,0
"13840","Male","Hispanic",2015,109,"Other",1,0,0,0,0,0,0,0,1,0,0
"13841","Male","Other",2015,109,"Other",0,1,0,2,0,0,1,0,4,0,0
"13842","Male","White",2015,109,"Other",0,0,0,0,0,0,0,0,1,0,0
"21182","Male","Black",2015,109,"Substance",0,0,0,0,0,0,0,0,1,0,0
"21183","Male","Hispanic",2015,109,"Substance",0,1,0,1,0,0,0,0,1,0,0
"21184","Female","Other",2015,109,"Substance",0,2,2,0,0,0,2,0,2,0,0
"21185","Male","Other",2015,109,"Substance",0,3,2,1,0,0,1,0,5,0,1
"21186","Female","White",2015,109,"Substance",0,0,0,0,0,0,0,0,1,0,0
"21187","Male","White",2015,109,"Substance",0,0,0,0,0,0,0,0,1,0,0
"30607","Male","Black",2015,109,"Theft",7,16,7,4,0,0,2,0,26,0,1
"30608","Female","Hispanic",2015,109,"Theft",3,4,2,1,0,0,2,0,7,0,0
"30609","Male","Hispanic",2015,109,"Theft",13,44,13,9,0,1,17,0,71,0,0
"30610","Female","Other",2015,109,"Theft",2,2,2,0,0,0,0,0,2,0,0
"30611","Male","Other",2015,109,"Theft",4,10,7,3,0,0,3,0,19,0,0
"30612","Unknown","Other",2015,109,"Theft",0,0,0,0,0,0,0,0,1,0,0
"30613","Female","White",2015,109,"Theft",0,0,0,0,0,0,0,0,3,0,0
"30614","Male","White",2015,109,"Theft",9,20,9,5,0,1,5,0,34,0,0
"38177","Male","Black",2015,109,"Tresspass",0,1,0,1,0,0,0,0,1,0,0
"38178","Male","Hispanic",2015,109,"Tresspass",5,1,1,1,0,0,1,0,5,0,0
"38179","Male","White",2015,109,"Tresspass",1,1,1,0,0,0,0,0,1,0,0
"46334","Female","Black",2015,109,"Weapon",0,1,0,0,0,0,0,0,1,0,0
"46335","Male","Black",2015,109,"Weapon",0,9,1,0,0,0,0,0,10,0,0
"46336","Male","Hispanic",2015,109,"Weapon",0,6,2,1,0,5,2,0,10,0,1
"46337","Male","Other",2015,109,"Weapon",0,5,3,1,0,0,1,0,5,0,0
"6554","Male","Black",2015,110,"Assault",1,4,1,0,0,0,3,0,4,0,0
"6555","Male","Hispanic",2015,110,"Assault",5,9,5,5,0,0,5,0,11,0,1
"6556","Male","Other",2015,110,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6557","Female","White",2015,110,"Assault",0,0,0,0,0,0,0,0,1,0,0
"6558","Male","White",2015,110,"Assault",0,0,0,0,0,0,0,0,1,0,0
"13940","Female","Black",2015,110,"Other",1,0,1,0,0,0,0,0,1,0,0
"13941","Male","Black",2015,110,"Other",1,0,0,1,0,0,0,0,1,0,0
"13942","Male","Hispanic",2015,110,"Other",1,2,0,2,0,0,0,0,5,0,0
"13943","Male","Other",2015,110,"Other",0,1,0,1,0,0,0,0,1,0,0
"13944","Female","White",2015,110,"Other",1,0,1,0,0,0,0,0,1,0,0
"13945","Male","White",2015,110,"Other",0,0,0,0,0,0,0,0,2,0,0
"21268","Male","Black",2015,110,"Substance",1,2,1,1,0,0,1,0,2,0,0
"21269","Male","Hispanic",2015,110,"Substance",0,3,2,2,0,0,3,0,3,0,0
"21270","Male","Other",2015,110,"Substance",1,2,0,2,0,1,1,0,2,0,0
"30743","Female","Black",2015,110,"Theft",0,0,0,0,0,0,0,0,1,0,0
"30744","Male","Black",2015,110,"Theft",3,7,4,4,0,0,4,0,9,0,0
"30745","Female","Hispanic",2015,110,"Theft",1,1,1,1,0,0,1,0,1,0,0
"30746","Male","Hispanic",2015,110,"Theft",25,49,20,15,0,2,22,0,60,0,0
"30747","Female","Other",2015,110,"Theft",0,0,0,0,0,0,0,0,1,0,0
"30748","Male","Other",2015,110,"Theft",1,5,2,2,0,0,0,0,6,0,0
"30749","Female","White",2015,110,"Theft",0,1,1,0,0,0,1,0,2,0,0
"30750","Male","White",2015,110,"Theft",1,1,0,1,0,0,0,0,1,0,0
"38259","Male","Black",2015,110,"Tresspass",2,3,2,2,0,0,2,0,4,0,0
"38260","Male","Hispanic",2015,110,"Tresspass",5,4,3,1,0,0,1,0,5,0,0
"38261","Male","White",2015,110,"Tresspass",1,1,2,1,0,1,0,0,2,0,0
"46447","Female","Black",2015,110,"Weapon",0,2,0,0,0,0,2,0,2,0,1
"46448","Male","Black",2015,110,"Weapon",1,9,2,1,0,2,3,0,10,0,0
"46449","Female","Hispanic",2015,110,"Weapon",1,3,0,0,0,0,2,0,4,0,1
"46450","Male","Hispanic",2015,110,"Weapon",14,43,18,10,0,13,18,0,46,0,6
"46451","Male","White",2015,110,"Weapon",0,2,0,0,0,1,1,0,2,0,0
"6636","Male","Black",2015,111,"Assault",0,1,0,1,0,1,1,0,1,0,0
"6637","Male","Hispanic",2015,111,"Assault",2,6,0,0,0,0,3,0,7,0,0
"6638","Male","White",2015,111,"Assault",0,0,0,0,0,0,0,0,1,0,0
"14039","Female","Black",2015,111,"Other",0,0,0,0,0,0,0,0,2,0,0
"14040","Male","Black",2015,111,"Other",0,0,0,0,0,0,0,0,1,0,0
"14041","Male","Hispanic",2015,111,"Other",0,1,0,0,0,0,0,0,1,0,0
"21355","Female","Hispanic",2015,111,"Substance",1,1,1,0,0,0,0,0,1,0,0
"21356","Male","Hispanic",2015,111,"Substance",1,1,1,0,0,0,0,0,1,0,0
"21357","Male","Other",2015,111,"Substance",1,1,1,0,0,0,1,0,2,0,0
"21358","Male","White",2015,111,"Substance",2,0,0,2,0,0,0,0,2,0,0
"30872","Female","Black",2015,111,"Theft",0,2,0,0,0,0,0,0,2,0,0
"30873","Male","Black",2015,111,"Theft",5,22,4,4,0,0,10,0,36,0,0
"30874","Female","Hispanic",2015,111,"Theft",0,4,0,1,0,0,0,0,5,0,1
"30875","Male","Hispanic",2015,111,"Theft",6,41,7,4,0,0,5,0,50,0,0
"30876","Female","Other",2015,111,"Theft",0,1,0,0,0,0,0,0,1,0,0
"30877","Male","Other",2015,111,"Theft",2,17,3,2,0,0,9,0,23,0,1
"30878","Female","White",2015,111,"Theft",0,0,0,0,0,0,0,0,2,0,0
"30879","Male","White",2015,111,"Theft",3,30,5,2,0,2,5,0,49,0,4
"46530","Male","Black",2015,111,"Weapon",0,3,1,0,0,0,3,0,3,0,0
"46531","Male","Hispanic",2015,111,"Weapon",0,1,1,1,0,0,0,0,1,0,0
"46532","Male","Other",2015,111,"Weapon",2,1,1,2,0,0,0,0,2,0,0
"46533","Male","White",2015,111,"Weapon",0,3,1,1,0,0,1,0,6,0,1
"6729","Male","Black",2015,112,"Assault",0,1,0,2,0,0,1,0,3,0,0
"6730","Male","Hispanic",2015,112,"Assault",0,3,1,2,0,0,2,0,3,0,1
"6731","Male","White",2015,112,"Assault",0,0,0,2,0,0,1,0,3,0,0
