"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","Weapon","HandCuff","PepperSpray","Firearm","Other","Stopped"
"368","Male","Hispanic",2012,7,"Assault",7,50,4,0,2,0,0,5,76
"369","Male","Other",2012,7,"Assault",1,1,1,0,0,0,0,0,1
"370","Unknown","Other",2012,7,"Assault",1,0,0,0,0,0,0,0,1
"371","Male","White",2012,7,"Assault",3,11,1,0,1,0,0,2,24
"372","Male","Asian",2013,7,"Assault",0,1,0,0,0,0,0,0,4
"373","Female","Black",2013,7,"Assault",0,1,0,0,0,0,0,0,1
"374","Male","Black",2013,7,"Assault",3,10,3,0,1,0,0,1,22
"375","Female","Hispanic",2013,7,"Assault",1,1,0,0,0,0,0,0,1
"376","Male","Hispanic",2013,7,"Assault",3,8,1,0,2,0,0,2,15
"377","Female","Other",2013,7,"Assault",1,1,0,0,0,0,0,0,1
"378","Male","White",2013,7,"Assault",0,2,0,0,1,0,0,0,6
"379","Female","Black",2014,7,"Assault",0,0,0,0,0,0,0,0,1
"380","Male","Black",2014,7,"Assault",2,7,3,0,4,0,0,1,9
"381","Female","Hispanic",2014,7,"Assault",0,0,0,0,0,0,0,0,2
"382","Male","Hispanic",2014,7,"Assault",1,6,1,0,0,0,0,1,6
"383","Male","Other",2014,7,"Assault",0,1,0,0,0,0,0,1,1
"384","Male","White",2014,7,"Assault",0,1,0,0,0,0,0,1,2
"385","Female","Black",2015,7,"Assault",0,0,0,0,0,0,0,0,1
"386","Male","Black",2015,7,"Assault",0,3,0,0,1,0,0,1,12
"387","Female","Hispanic",2015,7,"Assault",0,0,0,0,0,0,0,0,1
"388","Male","Hispanic",2015,7,"Assault",0,2,0,0,0,0,0,0,4
"389","Male","White",2015,7,"Assault",0,0,0,0,0,0,0,0,1
"390","Male","Asian",2016,7,"Assault",0,0,0,0,0,0,0,0,1
"391","Male","Black",2016,7,"Assault",4,7,3,0,1,0,0,0,7
"392","Male","Hispanic",2016,7,"Assault",2,3,2,0,2,0,0,2,6
"393","Male","White",2016,7,"Assault",2,3,1,0,0,0,0,0,5
"394","Female","Black",2017,7,"Assault",1,1,0,0,0,0,0,0,2
"395","Male","Black",2017,7,"Assault",7,7,3,0,1,0,0,0,11
"396","Female","Hispanic",2017,7,"Assault",0,0,0,0,0,0,0,0,1
"397","Male","Hispanic",2017,7,"Assault",0,0,0,0,0,0,0,0,3
"398","Male","Other",2017,7,"Assault",1,1,1,0,0,0,0,0,1
"399","Male","Asian",2018,7,"Assault",0,0,0,0,0,0,0,0,1
"400","Male","Black",2018,7,"Assault",4,7,4,0,3,0,0,0,16
"401","Female","Hispanic",2018,7,"Assault",0,0,0,0,0,0,0,0,2
"402","Male","Hispanic",2018,7,"Assault",4,7,4,0,2,0,2,1,14
"403","Male","White",2018,7,"Assault",1,1,1,0,2,0,0,0,6
"404","Male","Black",2005,9,"Assault",1,6,2,0,1,0,0,0,6
"405","Male","Hispanic",2005,9,"Assault",1,5,1,0,0,0,0,1,8
"406","Unknown","Other",2005,9,"Assault",0,2,0,0,0,0,0,0,2
"407","Male","White",2005,9,"Assault",0,0,0,0,0,0,0,0,4
"408","Female","Asian",2007,9,"Assault",1,1,1,0,1,0,0,0,1
"409","Male","Asian",2007,9,"Assault",0,6,0,0,0,0,0,5,8
"410","Female","Black",2007,9,"Assault",0,0,0,0,1,0,0,2,4
"411","Male","Black",2007,9,"Assault",10,31,7,0,11,0,1,17,66
"412","Female","Hispanic",2007,9,"Assault",2,4,2,0,0,0,1,2,7
"413","Male","Hispanic",2007,9,"Assault",12,56,13,1,8,0,2,31,107
"414","Female","Other",2007,9,"Assault",0,0,0,0,0,0,0,1,1
"415","Male","Other",2007,9,"Assault",0,1,0,0,0,0,0,0,1
"416","Unknown","Other",2007,9,"Assault",0,1,0,0,0,0,0,1,1
"417","Female","White",2007,9,"Assault",0,0,0,0,0,0,0,4,8
"418","Male","White",2007,9,"Assault",8,23,9,0,6,0,0,12,48
"419","Female","Asian",2008,9,"Assault",0,1,0,0,0,0,0,0,1
"420","Male","Asian",2008,9,"Assault",1,6,2,0,4,0,0,2,22
"421","Female","Black",2008,9,"Assault",2,4,1,0,2,0,0,3,9
"422","Male","Black",2008,9,"Assault",12,38,9,0,9,0,0,12,86
"423","Unknown","Black",2008,9,"Assault",0,0,0,0,0,0,0,0,2
"424","Female","Hispanic",2008,9,"Assault",2,3,1,0,1,0,0,3,17
"425","Male","Hispanic",2008,9,"Assault",13,57,9,0,11,0,1,38,97
"426","Unknown","Hispanic",2008,9,"Assault",0,0,0,0,0,0,0,1,1
"427","Female","Other",2008,9,"Assault",0,0,0,0,0,0,0,0,1
"428","Male","Other",2008,9,"Assault",0,0,0,0,0,0,0,0,2
"429","Unknown","Other",2008,9,"Assault",0,0,0,0,0,0,0,1,2
"430","Female","White",2008,9,"Assault",0,3,0,0,0,0,0,2,8
"431","Male","White",2008,9,"Assault",8,23,5,0,4,0,0,13,70
"432","Male","Asian",2009,9,"Assault",0,4,0,0,0,0,0,1,11
"433","Female","Black",2009,9,"Assault",0,1,0,0,0,0,0,1,4
"434","Male","Black",2009,9,"Assault",9,26,7,0,8,0,0,20,70
"435","Female","Hispanic",2009,9,"Assault",2,3,1,0,2,0,0,3,12
"436","Male","Hispanic",2009,9,"Assault",17,54,15,0,17,0,1,31,105
"437","Unknown","Hispanic",2009,9,"Assault",1,1,1,0,1,0,0,0,1
"438","Female","Other",2009,9,"Assault",0,1,0,0,0,0,0,1,4
"439","Male","Other",2009,9,"Assault",0,3,0,0,0,0,0,1,9
"440","Unknown","Other",2009,9,"Assault",1,4,0,0,1,0,0,2,5
"441","Female","White",2009,9,"Assault",1,1,1,0,1,0,0,1,8
"442","Male","White",2009,9,"Assault",5,21,6,0,4,0,0,14,57
"443","Female","Asian",2010,9,"Assault",0,0,0,0,0,0,0,0,2
"444","Male","Asian",2010,9,"Assault",1,2,0,0,0,0,0,1,6
"445","Female","Black",2010,9,"Assault",0,2,0,0,0,0,0,2,9
"446","Male","Black",2010,9,"Assault",22,49,21,0,14,0,2,34,94
"447","Female","Hispanic",2010,9,"Assault",2,6,2,0,5,0,0,3,16
"448","Male","Hispanic",2010,9,"Assault",17,57,19,0,14,1,1,27,96
"449","Female","Other",2010,9,"Assault",1,1,0,0,0,0,0,0,1
"450","Male","Other",2010,9,"Assault",3,7,1,0,4,0,0,4,11
"451","Unknown","Other",2010,9,"Assault",1,2,1,0,0,0,0,2,6
"452","Female","White",2010,9,"Assault",1,1,1,0,2,0,0,1,5
"453","Male","White",2010,9,"Assault",10,23,6,0,7,0,0,16,57
"454","Unknown","White",2010,9,"Assault",0,1,0,0,1,0,0,1,1
"455","Male","Asian",2011,9,"Assault",4,8,3,0,4,0,2,5,16
"456","Female","Black",2011,9,"Assault",2,3,2,0,1,0,0,2,4
"457","Male","Black",2011,9,"Assault",18,54,20,0,15,0,2,25,96
"458","Unknown","Black",2011,9,"Assault",0,1,1,0,1,0,0,0,1
"459","Female","Hispanic",2011,9,"Assault",4,7,2,0,2,0,0,4,12
"460","Male","Hispanic",2011,9,"Assault",22,59,20,0,16,0,1,23,109
"461","Unknown","Hispanic",2011,9,"Assault",0,1,0,0,0,0,0,0,1
"462","Male","Native",2011,9,"Assault",0,0,0,0,0,0,0,0,1
"463","Female","Other",2011,9,"Assault",1,1,1,0,1,0,0,0,3
"464","Male","Other",2011,9,"Assault",0,0,0,0,0,0,0,0,3
"465","Unknown","Other",2011,9,"Assault",0,0,0,0,0,0,0,0,2
"466","Female","White",2011,9,"Assault",2,1,1,0,0,0,0,0,5
"467","Male","White",2011,9,"Assault",16,39,15,0,9,0,1,21,88
"468","Male","Asian",2012,9,"Assault",4,4,3,0,1,0,0,2,10
"469","Female","Black",2012,9,"Assault",3,2,2,0,2,0,0,1,11
"470","Male","Black",2012,9,"Assault",8,36,6,0,7,0,1,18,73
"471","Unknown","Black",2012,9,"Assault",0,1,0,0,1,0,0,1,1
"472","Female","Hispanic",2012,9,"Assault",5,7,5,0,5,0,0,0,12
"473","Male","Hispanic",2012,9,"Assault",33,58,31,0,22,1,0,24,97
"474","Unknown","Hispanic",2012,9,"Assault",0,0,0,0,0,0,0,0,1
"475","Male","Native",2012,9,"Assault",0,0,0,0,0,0,0,1,2
"476","Female","Other",2012,9,"Assault",0,0,0,0,0,0,0,0,1
"477","Male","Other",2012,9,"Assault",1,4,0,0,0,0,0,2,7
"478","Unknown","Other",2012,9,"Assault",3,4,3,0,3,0,1,4,8
"479","Female","White",2012,9,"Assault",1,0,0,0,0,0,0,0,7
"480","Male","White",2012,9,"Assault",17,28,14,0,4,0,2,10,62
"481","Unknown","White",2012,9,"Assault",0,0,0,0,0,0,0,0,4
"482","Male","Asian",2013,9,"Assault",0,2,0,0,0,0,0,1,3
"483","Female","Black",2013,9,"Assault",4,3,3,0,0,0,0,0,8
"484","Male","Black",2013,9,"Assault",16,29,9,0,9,1,2,11,59
"485","Female","Hispanic",2013,9,"Assault",2,2,0,0,1,0,0,0,4
"486","Male","Hispanic",2013,9,"Assault",8,19,6,0,4,0,0,6,54
"487","Male","Other",2013,9,"Assault",0,0,0,0,0,0,0,0,1
"488","Female","White",2013,9,"Assault",1,1,1,0,2,0,0,0,5
"489","Male","White",2013,9,"Assault",14,11,4,0,5,0,0,3,24
"490","Male","Asian",2014,9,"Assault",3,2,1,0,2,0,0,2,4
"491","Female","Black",2014,9,"Assault",1,0,1,0,0,0,0,0,3
"492","Male","Black",2014,9,"Assault",6,7,5,0,5,0,0,2,19
"493","Female","Hispanic",2014,9,"Assault",0,0,0,0,0,0,0,1,1
"494","Male","Hispanic",2014,9,"Assault",2,12,4,0,6,0,3,8,24
"495","Male","Other",2014,9,"Assault",0,0,0,0,0,0,0,0,2
"496","Female","White",2014,9,"Assault",1,0,0,0,1,0,0,0,2
"497","Male","White",2014,9,"Assault",2,3,1,0,5,0,0,2,6
"498","Female","Black",2015,9,"Assault",1,1,1,0,0,0,0,1,1
"499","Male","Black",2015,9,"Assault",1,6,1,0,1,0,0,4,9
"500","Male","Hispanic",2015,9,"Assault",3,6,1,0,4,0,0,1,7
"501","Male","White",2015,9,"Assault",0,0,0,0,0,0,0,0,1
"502","Male","Black",2016,9,"Assault",2,7,1,0,3,0,0,0,12
"503","Female","Hispanic",2016,9,"Assault",0,1,0,0,1,0,0,0,1
"504","Male","Hispanic",2016,9,"Assault",0,3,0,0,0,0,0,1,6
"505","Male","White",2016,9,"Assault",0,1,0,0,0,0,0,1,2
"506","Male","Black",2017,9,"Assault",5,6,3,0,0,0,0,0,13
"507","Female","Hispanic",2017,9,"Assault",0,1,0,0,0,0,0,0,1
"508","Male","Hispanic",2017,9,"Assault",0,2,1,0,1,0,0,0,4
"509","Female","White",2017,9,"Assault",0,0,0,0,0,0,0,0,1
"510","Male","White",2017,9,"Assault",1,0,0,0,0,0,0,0,1
"511","Female","Black",2018,9,"Assault",0,0,0,0,0,0,0,0,3
"512","Male","Black",2018,9,"Assault",0,1,0,0,2,0,0,0,4
"513","Female","Hispanic",2018,9,"Assault",0,0,0,0,0,0,0,0,3
"514","Male","Hispanic",2018,9,"Assault",2,2,2,0,0,0,0,0,4
"515","Female","Black",2005,10,"Assault",0,0,0,0,0,0,0,0,1
"516","Male","Black",2005,10,"Assault",0,3,1,0,0,0,0,2,6
"517","Unknown","Black",2005,10,"Assault",0,0,0,0,0,0,0,0,1
"518","Male","Hispanic",2005,10,"Assault",2,4,2,0,2,0,0,1,5
"519","Male","White",2005,10,"Assault",0,5,2,0,0,0,0,2,5
"520","Male","Asian",2007,10,"Assault",0,4,0,0,0,0,0,2,7
"521","Female","Black",2007,10,"Assault",0,0,0,0,0,0,0,1,6
"522","Male","Black",2007,10,"Assault",5,26,3,1,9,0,3,15,63
"523","Unknown","Black",2007,10,"Assault",0,1,0,0,0,0,0,0,2
"524","Female","Hispanic",2007,10,"Assault",0,7,0,0,1,0,0,4,18
"525","Male","Hispanic",2007,10,"Assault",9,52,7,0,3,0,0,27,82
"526","Unknown","Hispanic",2007,10,"Assault",0,0,0,0,0,0,0,0,1
"527","Male","Native",2007,10,"Assault",0,0,0,0,0,0,0,0,2
"528","Female","Other",2007,10,"Assault",0,0,0,0,0,0,0,0,1
"529","Male","Other",2007,10,"Assault",0,0,0,0,0,0,0,0,3
"530","Unknown","Other",2007,10,"Assault",0,3,0,0,0,0,0,0,5
"531","Female","White",2007,10,"Assault",1,1,1,0,1,0,0,1,5
"532","Male","White",2007,10,"Assault",2,13,2,0,8,0,1,11,33
"533","Female","Asian",2008,10,"Assault",0,1,0,0,0,0,0,0,4
"534","Male","Asian",2008,10,"Assault",1,8,1,0,4,0,0,6,13
"535","Female","Black",2008,10,"Assault",1,3,0,0,0,0,0,4,14
"536","Male","Black",2008,10,"Assault",4,47,2,0,7,0,0,26,90
"537","Female","Hispanic",2008,10,"Assault",0,1,0,0,0,0,0,2,8
"538","Male","Hispanic",2008,10,"Assault",4,30,2,0,6,0,1,18,62
"539","Male","Native",2008,10,"Assault",0,1,0,0,0,0,0,0,1
"540","Male","Other",2008,10,"Assault",0,2,1,0,0,0,0,0,2
"541","Female","White",2008,10,"Assault",0,0,0,0,0,0,0,0,7
"542","Male","White",2008,10,"Assault",12,24,6,0,7,0,0,11,69
"543","Female","Asian",2009,10,"Assault",0,1,0,0,0,0,0,0,4
"544","Male","Asian",2009,10,"Assault",0,1,0,0,0,0,0,1,9
"545","Female","Black",2009,10,"Assault",9,11,6,0,4,0,0,2,25
"546","Male","Black",2009,10,"Assault",9,40,8,0,11,1,1,18,75
"547","Female","Hispanic",2009,10,"Assault",1,2,1,0,3,0,0,3,9
"548","Male","Hispanic",2009,10,"Assault",6,21,2,0,6,0,0,15,42
"549","Male","Other",2009,10,"Assault",0,1,0,0,1,0,0,1,1
"550","Female","White",2009,10,"Assault",1,2,0,0,2,0,0,2,5
"551","Male","White",2009,10,"Assault",9,25,4,0,7,0,2,20,52
"552","Female","Asian",2010,10,"Assault",2,2,2,0,0,0,0,0,2
"553","Male","Asian",2010,10,"Assault",1,7,1,0,6,0,0,7,13
"554","Female","Black",2010,10,"Assault",5,7,4,0,4,0,0,4,12
"555","Male","Black",2010,10,"Assault",10,25,10,0,9,0,0,12,48
"556","Female","Hispanic",2010,10,"Assault",3,2,2,0,2,0,0,2,6
"557","Male","Hispanic",2010,10,"Assault",8,20,4,0,8,1,1,12,35
"558","Male","Native",2010,10,"Assault",0,1,0,0,1,0,1,1,1
"559","Female","Other",2010,10,"Assault",0,0,0,0,0,0,0,0,1
"560","Male","Other",2010,10,"Assault",1,3,1,0,0,0,0,2,6
"561","Unknown","Other",2010,10,"Assault",0,1,0,0,0,0,0,1,3
"562","Female","White",2010,10,"Assault",0,1,0,0,1,0,0,0,4
"563","Male","White",2010,10,"Assault",7,16,4,0,8,0,0,8,29
"564","Male","Asian",2011,10,"Assault",0,2,0,0,0,0,0,0,2
"565","Female","Black",2011,10,"Assault",1,1,1,0,1,0,0,2,8
"566","Male","Black",2011,10,"Assault",7,24,7,0,5,0,0,15,45
"567","Female","Hispanic",2011,10,"Assault",1,3,0,0,0,0,0,0,8
"568","Male","Hispanic",2011,10,"Assault",3,8,1,0,1,0,0,4,26
"569","Female","Other",2011,10,"Assault",0,0,0,0,0,0,0,0,1
"570","Male","Other",2011,10,"Assault",1,2,1,0,1,0,0,0,4
"571","Unknown","Other",2011,10,"Assault",0,0,0,0,0,0,0,0,3
"572","Female","White",2011,10,"Assault",0,0,0,0,1,0,0,1,4
"573","Male","White",2011,10,"Assault",2,6,3,0,2,0,0,3,18
"574","Female","Asian",2012,10,"Assault",0,1,0,0,0,0,0,0,2
"575","Male","Asian",2012,10,"Assault",1,5,0,0,1,0,0,3,7
"576","Female","Black",2012,10,"Assault",0,4,0,0,2,0,0,0,10
"577","Male","Black",2012,10,"Assault",11,35,17,0,13,0,0,20,62
"578","Female","Hispanic",2012,10,"Assault",0,0,0,0,0,0,0,0,1
"579","Male","Hispanic",2012,10,"Assault",1,13,3,0,3,0,0,5,30
"580","Male","Native",2012,10,"Assault",0,1,0,0,1,0,0,1,2
"581","Male","Other",2012,10,"Assault",0,1,0,0,0,0,0,0,3
"582","Unknown","Other",2012,10,"Assault",0,0,0,0,0,0,0,0,1
"583","Female","White",2012,10,"Assault",0,0,0,0,0,0,0,1,2
"584","Male","White",2012,10,"Assault",2,11,0,0,2,0,0,5,24
"585","Female","Asian",2013,10,"Assault",0,0,0,0,0,0,0,0,1
"586","Female","Black",2013,10,"Assault",0,0,0,0,2,0,0,0,3
"587","Male","Black",2013,10,"Assault",7,21,8,0,8,0,1,8,33
"588","Male","Hispanic",2013,10,"Assault",1,8,1,0,0,0,0,4,15
"589","Male","Native",2013,10,"Assault",0,0,0,0,0,0,0,0,1
"590","Unknown","Other",2013,10,"Assault",0,0,0,0,0,0,0,0,1
"591","Female","White",2013,10,"Assault",1,2,0,0,1,0,0,1,4
"592","Male","White",2013,10,"Assault",1,5,0,0,3,0,0,4,17
"593","Male","Asian",2014,10,"Assault",0,0,0,0,0,0,0,0,1
"594","Female","Black",2014,10,"Assault",0,1,0,0,1,0,0,1,1
"595","Male","Black",2014,10,"Assault",1,5,1,0,1,0,0,3,6
"596","Female","Hispanic",2014,10,"Assault",0,0,0,0,0,0,0,0,1
"597","Male","Other",2014,10,"Assault",0,1,0,0,0,0,0,0,1
"598","Female","White",2014,10,"Assault",0,0,0,0,0,0,0,0,1
"599","Male","White",2014,10,"Assault",0,3,0,1,1,0,0,0,7
"600","Female","Black",2015,10,"Assault",0,0,0,0,1,0,0,0,1
"601","Male","Black",2015,10,"Assault",0,5,1,0,2,0,0,3,7
"602","Female","Hispanic",2015,10,"Assault",0,0,0,0,0,0,0,0,3
"603","Male","Hispanic",2015,10,"Assault",1,2,1,0,0,0,1,1,7
"604","Male","White",2015,10,"Assault",0,2,0,0,1,0,1,2,5
"605","Male","Black",2016,10,"Assault",0,2,0,0,2,0,0,1,4
"606","Female","Hispanic",2016,10,"Assault",0,0,0,0,1,0,0,0,1
"607","Male","Hispanic",2016,10,"Assault",0,1,0,0,0,0,0,0,4
"608","Male","White",2016,10,"Assault",0,1,1,0,2,0,0,1,2
"609","Male","Black",2017,10,"Assault",0,2,1,0,1,0,0,0,4
"610","Male","Hispanic",2017,10,"Assault",2,3,1,0,0,0,0,0,3
"611","Male","White",2017,10,"Assault",1,0,0,0,0,0,0,0,2
"612","Male","Black",2018,10,"Assault",2,1,1,0,2,0,0,0,4
"613","Female","Hispanic",2018,10,"Assault",0,0,0,0,0,0,0,0,1
"614","Male","Hispanic",2018,10,"Assault",1,3,1,0,3,0,0,0,4
"615","Male","White",2018,10,"Assault",0,1,1,0,1,0,0,0,3
"616","Male","Black",2005,13,"Assault",0,1,0,0,1,0,0,0,3
"617","Male","Asian",2007,13,"Assault",4,7,2,0,1,0,0,9,20
"618","Female","Black",2007,13,"Assault",1,2,0,0,1,0,0,2,9
"619","Male","Black",2007,13,"Assault",18,70,21,1,20,0,0,50,145
"620","Female","Hispanic",2007,13,"Assault",0,2,0,0,2,0,0,4,10
"621","Male","Hispanic",2007,13,"Assault",33,97,23,0,19,0,1,64,166
"622","Male","Native",2007,13,"Assault",1,1,1,0,1,0,0,1,2
"623","Male","Other",2007,13,"Assault",2,6,1,0,2,0,0,5,8
"624","Female","White",2007,13,"Assault",0,0,0,0,1,0,0,1,5
"625","Male","White",2007,13,"Assault",7,20,8,1,8,0,0,22,64
"626","Female","Asian",2008,13,"Assault",1,1,1,0,1,0,0,0,2
"627","Male","Asian",2008,13,"Assault",3,3,2,0,0,0,0,6,15
"628","Female","Black",2008,13,"Assault",2,1,1,0,1,0,2,1,15
"629","Male","Black",2008,13,"Assault",23,51,22,0,14,0,3,35,127
"630","Female","Hispanic",2008,13,"Assault",1,1,0,0,0,0,0,2,11
"631","Male","Hispanic",2008,13,"Assault",26,48,14,0,15,0,0,40,149
"632","Unknown","Hispanic",2008,13,"Assault",0,0,0,0,0,0,0,0,2
"633","Male","Native",2008,13,"Assault",0,1,0,0,0,0,0,1,3
"634","Female","Other",2008,13,"Assault",0,0,0,0,0,0,0,0,3
"635","Male","Other",2008,13,"Assault",2,4,0,0,1,0,0,1,20
"636","Unknown","Other",2008,13,"Assault",0,2,0,0,0,0,0,1,3
"637","Female","White",2008,13,"Assault",0,1,0,0,0,0,0,1,9
"638","Male","White",2008,13,"Assault",8,15,5,0,5,0,0,13,62
"639","Female","Asian",2009,13,"Assault",0,1,1,0,0,0,0,0,1
"640","Male","Asian",2009,13,"Assault",2,3,1,0,0,0,0,1,18
"641","Female","Black",2009,13,"Assault",3,3,2,0,2,0,0,0,8
"642","Male","Black",2009,13,"Assault",22,50,13,0,12,0,0,35,129
"643","Female","Hispanic",2009,13,"Assault",2,3,2,0,2,0,0,1,10
"644","Male","Hispanic",2009,13,"Assault",22,58,20,0,17,0,2,36,152
"645","Male","Native",2009,13,"Assault",0,0,0,0,0,0,0,0,1
"646","Female","Other",2009,13,"Assault",0,0,0,0,0,0,0,0,2
"647","Male","Other",2009,13,"Assault",1,3,0,0,2,0,0,2,10
"648","Unknown","Other",2009,13,"Assault",0,0,0,0,0,0,0,0,4
"649","Female","White",2009,13,"Assault",0,0,0,0,0,0,0,0,3
"650","Male","White",2009,13,"Assault",6,17,6,0,7,0,0,15,49
"651","Female","Asian",2010,13,"Assault",0,0,0,0,0,0,0,0,1
"652","Male","Asian",2010,13,"Assault",5,3,0,0,1,0,0,1,14
"653","Female","Black",2010,13,"Assault",9,11,4,0,4,0,0,10,23
"654","Male","Black",2010,13,"Assault",13,57,15,0,13,0,0,30,114
"655","Unknown","Black",2010,13,"Assault",0,1,0,0,0,0,0,1,1
"656","Female","Hispanic",2010,13,"Assault",0,0,0,0,0,0,0,0,5
"657","Male","Hispanic",2010,13,"Assault",13,36,7,0,10,0,0,23,111
"658","Male","Native",2010,13,"Assault",1,2,1,0,1,0,0,1,2
"659","Female","Other",2010,13,"Assault",0,0,0,0,0,0,0,0,1
"660","Male","Other",2010,13,"Assault",0,3,0,0,0,0,0,1,8
"661","Unknown","Other",2010,13,"Assault",0,1,0,0,0,0,0,2,4
"662","Female","White",2010,13,"Assault",0,1,0,0,0,0,0,1,4
"663","Male","White",2010,13,"Assault",3,13,7,0,6,0,0,11,39
"664","Female","Asian",2011,13,"Assault",0,2,0,0,0,0,0,1,2
"665","Male","Asian",2011,13,"Assault",3,9,1,0,1,0,0,7,15
"666","Female","Black",2011,13,"Assault",0,0,0,0,1,0,0,2,9
"667","Male","Black",2011,13,"Assault",14,40,12,0,13,0,1,22,104
"668","Female","Hispanic",2011,13,"Assault",0,2,0,0,2,0,0,0,10
"669","Male","Hispanic",2011,13,"Assault",16,30,12,0,13,0,0,23,80
"670","Female","Native",2011,13,"Assault",0,0,0,0,0,0,0,0,1
"671","Male","Native",2011,13,"Assault",0,1,0,0,0,0,0,1,5
"672","Male","Other",2011,13,"Assault",0,4,0,0,1,0,0,2,6
"673","Unknown","Other",2011,13,"Assault",1,1,0,0,1,0,0,1,2
"674","Female","White",2011,13,"Assault",2,3,3,0,2,0,1,1,6
"675","Male","White",2011,13,"Assault",12,18,10,0,7,0,0,14,75
"676","Unknown","White",2011,13,"Assault",0,0,0,0,0,0,0,0,1
"677","Female","Asian",2012,13,"Assault",0,0,0,0,0,0,0,0,3
"678","Male","Asian",2012,13,"Assault",0,0,0,0,0,0,0,0,7
"679","Female","Black",2012,13,"Assault",0,1,0,0,1,0,0,1,8
"680","Male","Black",2012,13,"Assault",11,46,13,0,19,1,0,23,75
"681","Female","Hispanic",2012,13,"Assault",0,8,0,0,0,0,0,1,12
"682","Male","Hispanic",2012,13,"Assault",8,33,5,0,8,0,0,13,63
"683","Male","Native",2012,13,"Assault",1,1,0,0,1,0,0,1,4
"684","Male","Other",2012,13,"Assault",0,0,0,0,0,0,0,0,1
"685","Female","White",2012,13,"Assault",0,1,1,0,0,0,0,1,3
"686","Male","White",2012,13,"Assault",4,8,4,0,5,0,0,9,33
"687","Male","Asian",2013,13,"Assault",1,2,1,0,2,0,0,1,3
"688","Female","Black",2013,13,"Assault",2,2,2,0,2,0,0,0,3
"689","Male","Black",2013,13,"Assault",16,26,6,0,16,0,1,12,52
"690","Female","Hispanic",2013,13,"Assault",0,0,0,0,0,0,0,1,1
"691","Male","Hispanic",2013,13,"Assault",16,21,14,0,9,0,0,8,38
"692","Female","Native",2013,13,"Assault",0,0,0,0,1,0,0,1,1
"693","Male","Native",2013,13,"Assault",2,2,0,0,2,0,0,2,3
"694","Male","Other",2013,13,"Assault",0,1,0,0,0,0,0,1,1
"695","Male","White",2013,13,"Assault",7,10,4,0,5,0,0,4,20
"696","Female","Asian",2014,13,"Assault",0,0,0,0,0,0,0,0,1
"697","Male","Asian",2014,13,"Assault",0,0,0,0,0,0,0,0,1
"698","Female","Black",2014,13,"Assault",0,0,0,0,0,0,0,0,1
"699","Male","Black",2014,13,"Assault",11,17,5,0,5,0,0,4,30
"700","Male","Hispanic",2014,13,"Assault",7,11,4,0,6,0,0,2,14
"701","Male","Other",2014,13,"Assault",2,2,0,0,0,0,0,0,2
"702","Male","White",2014,13,"Assault",3,3,2,0,0,0,0,0,10
"703","Male","Asian",2015,13,"Assault",1,0,0,0,0,0,0,0,1
"704","Female","Black",2015,13,"Assault",1,3,0,0,0,0,0,1,4
"705","Male","Black",2015,13,"Assault",6,12,3,0,1,1,0,0,22
"706","Female","Hispanic",2015,13,"Assault",1,1,1,0,0,0,0,0,1
"707","Male","Hispanic",2015,13,"Assault",3,1,1,0,1,0,0,1,3
"708","Male","Other",2015,13,"Assault",0,0,0,0,0,0,0,0,1
"709","Male","White",2015,13,"Assault",0,0,0,0,0,0,0,0,2
"710","Male","Asian",2016,13,"Assault",1,0,0,0,0,0,0,0,1
"711","Female","Black",2016,13,"Assault",0,0,0,0,0,0,0,0,3
"712","Male","Black",2016,13,"Assault",0,0,0,0,0,0,0,0,4
"713","Male","Hispanic",2016,13,"Assault",0,0,0,0,0,0,0,0,1
"714","Female","Black",2017,13,"Assault",0,0,0,0,0,0,0,0,1
"715","Male","Black",2017,13,"Assault",0,0,0,0,3,0,0,2,5
"716","Female","Hispanic",2017,13,"Assault",2,0,0,0,0,0,0,0,3
"717","Male","Hispanic",2017,13,"Assault",1,2,1,0,2,0,0,0,3
"718","Male","White",2017,13,"Assault",0,0,0,0,0,0,0,0,1
"719","Female","Black",2018,13,"Assault",0,0,0,0,0,0,0,0,2
"720","Male","Black",2018,13,"Assault",2,4,1,0,2,0,0,0,11
"721","Female","Hispanic",2018,13,"Assault",0,0,0,0,0,0,0,0,3
"722","Male","Hispanic",2018,13,"Assault",2,1,1,0,1,0,0,0,3
"723","Female","White",2018,13,"Assault",0,0,0,0,0,0,0,0,1
"724","Male","White",2018,13,"Assault",0,0,0,0,0,0,0,0,3
"725","Male","Black",2005,14,"Assault",1,2,1,0,1,0,0,2,3
"726","Male","Hispanic",2005,14,"Assault",0,2,1,0,1,0,0,2,3
"727","Female","Asian",2007,14,"Assault",0,0,0,0,0,0,0,0,2
"728","Male","Asian",2007,14,"Assault",3,9,1,0,2,0,0,3,17
"729","Female","Black",2007,14,"Assault",2,8,3,0,2,0,0,4,19
"730","Male","Black",2007,14,"Assault",35,127,43,0,31,0,0,60,253
"731","Female","Hispanic",2007,14,"Assault",0,3,0,0,2,0,0,1,9
"732","Male","Hispanic",2007,14,"Assault",38,97,39,0,24,0,0,56,197
"733","Unknown","Hispanic",2007,14,"Assault",0,1,0,0,0,0,0,0,2
"734","Male","Native",2007,14,"Assault",0,1,0,0,0,0,0,0,3
"735","Female","Other",2007,14,"Assault",0,1,0,0,0,0,0,0,2
