"","Gender","Race","Year","pct","CrimeType","Arrested","Frisked","Searched","Weapon","HandCuff","PepperSpray","Firearm","Other","Stopped"
"6585","Male","Black",2011,112,"Assault",3,9,2,0,0,0,0,2,19
"6586","Female","Hispanic",2011,112,"Assault",1,1,1,0,0,0,0,0,1
"6587","Male","Hispanic",2011,112,"Assault",12,21,6,0,2,0,0,3,27
"6588","Male","Other",2011,112,"Assault",0,1,0,0,0,0,0,0,2
"6589","Unknown","Other",2011,112,"Assault",0,0,0,0,0,0,0,0,2
"6590","Female","White",2011,112,"Assault",0,1,0,0,0,0,0,0,4
"6591","Male","White",2011,112,"Assault",2,12,1,0,3,0,1,6,22
"6592","Male","Asian",2012,112,"Assault",1,3,1,0,0,0,0,1,7
"6593","Female","Black",2012,112,"Assault",0,0,0,0,0,0,0,0,2
"6594","Male","Black",2012,112,"Assault",2,15,4,1,1,0,0,3,30
"6595","Unknown","Black",2012,112,"Assault",0,2,0,0,0,0,0,2,2
"6596","Female","Hispanic",2012,112,"Assault",3,3,1,0,2,0,0,1,5
"6597","Male","Hispanic",2012,112,"Assault",4,17,2,0,3,0,0,8,34
"6598","Unknown","Hispanic",2012,112,"Assault",0,0,0,0,0,0,0,0,2
"6599","Male","Native",2012,112,"Assault",0,2,0,0,0,0,0,0,2
"6600","Male","Other",2012,112,"Assault",0,2,0,0,0,0,0,0,3
"6601","Unknown","Other",2012,112,"Assault",0,2,1,0,0,0,0,2,6
"6602","Female","White",2012,112,"Assault",0,0,0,0,0,0,0,0,1
"6603","Male","White",2012,112,"Assault",3,17,5,0,2,0,0,7,32
"6604","Male","Asian",2013,112,"Assault",0,3,0,0,0,0,0,2,4
"6605","Male","Black",2013,112,"Assault",1,11,2,0,1,0,0,0,16
"6606","Male","Hispanic",2013,112,"Assault",1,10,3,0,3,0,0,4,15
"6607","Female","Other",2013,112,"Assault",0,1,0,0,0,0,0,0,1
"6608","Male","Other",2013,112,"Assault",1,4,1,0,0,0,0,1,4
"6609","Unknown","Other",2013,112,"Assault",0,1,0,0,0,0,0,1,1
"6610","Female","White",2013,112,"Assault",0,1,0,0,1,0,0,0,2
"6611","Male","White",2013,112,"Assault",3,12,1,0,3,0,0,4,19
"6612","Male","Asian",2014,112,"Assault",0,5,0,0,2,0,1,0,5
"6613","Female","Black",2014,112,"Assault",0,0,0,0,0,0,0,1,1
"6614","Male","Black",2014,112,"Assault",2,1,1,0,1,0,0,1,5
"6615","Female","Hispanic",2014,112,"Assault",0,0,0,0,1,0,0,0,1
"6616","Male","Hispanic",2014,112,"Assault",4,7,2,0,0,0,0,2,11
"6617","Male","Other",2014,112,"Assault",1,0,1,0,1,0,0,0,1
"6618","Male","White",2014,112,"Assault",1,2,2,0,1,0,0,1,6
"6619","Male","Black",2015,112,"Assault",0,1,0,0,2,0,0,1,3
"6620","Male","Hispanic",2015,112,"Assault",0,3,1,0,2,0,0,2,3
"6621","Male","White",2015,112,"Assault",0,0,0,0,2,0,0,1,3
"6622","Male","Black",2016,112,"Assault",1,4,3,0,2,0,0,0,5
"6623","Male","Hispanic",2016,112,"Assault",0,0,0,0,0,0,0,0,6
"6624","Male","Black",2017,112,"Assault",3,1,2,0,1,0,1,0,4
"6625","Male","Hispanic",2017,112,"Assault",1,2,1,0,0,0,0,0,4
"6626","Male","White",2017,112,"Assault",0,3,1,0,2,0,0,0,3
"6627","Male","Asian",2018,112,"Assault",1,1,1,0,1,0,0,0,1
"6628","Male","White",2018,112,"Assault",0,0,0,0,0,0,0,0,1
"6629","Male","Asian",2007,113,"Assault",0,0,0,0,0,0,0,0,2
"6630","Female","Black",2007,113,"Assault",1,2,2,0,0,0,0,2,7
"6631","Male","Black",2007,113,"Assault",11,56,10,0,9,0,0,34,105
"6632","Female","Hispanic",2007,113,"Assault",0,0,0,0,0,0,0,0,1
"6633","Male","Hispanic",2007,113,"Assault",1,6,3,0,1,0,0,4,13
"6634","Female","Other",2007,113,"Assault",0,0,0,0,0,0,0,0,1
"6635","Male","Other",2007,113,"Assault",0,0,0,0,0,0,0,0,2
"6636","Unknown","Other",2007,113,"Assault",0,2,0,0,1,0,0,1,2
"6637","Male","Asian",2008,113,"Assault",0,2,0,0,0,0,0,2,3
"6638","Female","Black",2008,113,"Assault",0,3,0,0,0,0,0,0,15
"6639","Male","Black",2008,113,"Assault",16,119,21,0,12,0,1,64,232
"6640","Female","Hispanic",2008,113,"Assault",0,1,0,0,0,0,0,0,2
"6641","Male","Hispanic",2008,113,"Assault",0,9,0,0,1,0,0,7,10
"6642","Female","Native",2008,113,"Assault",0,0,0,0,0,0,0,0,1
"6643","Male","Native",2008,113,"Assault",0,0,0,0,0,0,0,0,1
"6644","Male","Other",2008,113,"Assault",0,0,0,0,0,0,0,0,1
"6645","Unknown","Other",2008,113,"Assault",0,1,0,0,0,0,0,0,2
"6646","Female","Black",2009,113,"Assault",5,9,6,0,6,0,1,6,19
"6647","Male","Black",2009,113,"Assault",8,97,18,0,20,0,2,55,168
"6648","Unknown","Black",2009,113,"Assault",0,0,0,0,0,0,0,0,1
"6649","Female","Hispanic",2009,113,"Assault",0,0,0,0,0,0,0,0,1
"6650","Male","Hispanic",2009,113,"Assault",0,6,1,0,2,0,1,3,8
"6651","Female","Other",2009,113,"Assault",0,0,0,0,0,0,0,0,1
"6652","Male","Other",2009,113,"Assault",0,5,0,0,1,0,1,5,6
"6653","Unknown","Other",2009,113,"Assault",1,1,1,0,1,0,0,2,2
"6654","Male","White",2009,113,"Assault",0,0,0,0,0,0,0,0,1
"6655","Male","Asian",2010,113,"Assault",0,2,0,0,0,0,0,1,2
"6656","Female","Black",2010,113,"Assault",4,8,1,0,4,0,0,3,19
"6657","Male","Black",2010,113,"Assault",22,90,29,0,24,0,10,44,134
"6658","Male","Hispanic",2010,113,"Assault",1,4,1,0,1,0,0,2,5
"6659","Female","Other",2010,113,"Assault",0,0,0,0,0,0,0,0,1
"6660","Male","Other",2010,113,"Assault",1,3,1,0,1,0,0,2,5
"6661","Unknown","Other",2010,113,"Assault",1,2,1,0,0,0,1,2,4
"6662","Female","Asian",2011,113,"Assault",0,0,0,0,0,0,0,0,1
"6663","Male","Asian",2011,113,"Assault",0,2,0,0,0,0,0,2,5
"6664","Female","Black",2011,113,"Assault",6,8,3,0,2,0,0,7,30
"6665","Male","Black",2011,113,"Assault",25,78,20,0,11,0,3,41,146
"6666","Unknown","Black",2011,113,"Assault",0,1,0,0,0,0,0,0,1
"6667","Male","Hispanic",2011,113,"Assault",1,3,0,0,2,0,0,2,7
"6668","Male","Native",2011,113,"Assault",0,1,0,0,0,0,0,1,1
"6669","Male","Other",2011,113,"Assault",1,2,1,0,2,0,0,0,5
"6670","Unknown","Other",2011,113,"Assault",0,0,0,0,0,0,0,0,3
"6671","Male","Asian",2012,113,"Assault",1,2,1,0,0,0,0,1,3
"6672","Female","Black",2012,113,"Assault",7,13,2,0,3,0,0,4,40
"6673","Male","Black",2012,113,"Assault",21,98,22,0,17,0,4,23,159
"6674","Female","Hispanic",2012,113,"Assault",0,0,0,0,0,0,0,0,1
"6675","Male","Hispanic",2012,113,"Assault",0,3,0,0,1,0,0,2,6
"6676","Male","Native",2012,113,"Assault",1,1,1,0,0,0,0,1,1
"6677","Female","Other",2012,113,"Assault",0,0,0,0,0,0,0,0,2
"6678","Male","Other",2012,113,"Assault",0,0,0,0,0,0,0,0,2
"6679","Unknown","Other",2012,113,"Assault",0,0,0,0,0,0,0,0,2
"6680","Male","White",2012,113,"Assault",0,2,2,0,0,0,0,2,2
"6681","Female","Asian",2013,113,"Assault",0,0,0,0,0,0,0,0,1
"6682","Male","Asian",2013,113,"Assault",0,1,0,0,0,0,0,0,2
"6683","Female","Black",2013,113,"Assault",3,5,2,0,4,0,0,0,25
"6684","Male","Black",2013,113,"Assault",7,54,9,0,12,0,4,13,82
"6685","Unknown","Black",2013,113,"Assault",0,1,0,0,0,0,0,1,2
"6686","Male","Hispanic",2013,113,"Assault",0,1,0,0,0,0,0,0,2
"6687","Male","Native",2013,113,"Assault",0,1,0,0,0,0,0,0,1
"6688","Female","Black",2014,113,"Assault",1,2,0,0,1,0,0,2,4
"6689","Male","Black",2014,113,"Assault",2,13,2,0,5,0,3,7,33
"6690","Male","Hispanic",2014,113,"Assault",0,1,0,0,0,0,0,1,2
"6691","Male","Native",2014,113,"Assault",1,1,1,0,0,0,0,0,1
"6692","Male","Other",2014,113,"Assault",0,1,0,0,0,0,1,1,1
"6693","Male","Black",2015,113,"Assault",0,10,0,0,1,0,0,5,13
"6694","Male","Hispanic",2015,113,"Assault",0,2,0,0,2,0,0,1,2
"6695","Unknown","Other",2015,113,"Assault",0,1,0,0,0,0,0,0,1
"6696","Male","Black",2016,113,"Assault",0,4,2,0,2,0,0,0,5
"6697","Male","Asian",2017,113,"Assault",0,0,0,0,0,0,0,1,1
"6698","Female","Black",2017,113,"Assault",0,2,0,0,1,0,0,0,2
"6699","Male","Black",2017,113,"Assault",1,14,2,0,3,0,1,0,16
"6700","Female","Black",2018,113,"Assault",3,1,3,0,1,0,0,1,4
"6701","Male","Black",2018,113,"Assault",2,10,3,0,5,0,1,1,16
"6702","Male","White",2018,113,"Assault",0,0,0,0,0,0,0,0,2
"6703","Female","Black",2005,114,"Assault",0,0,0,0,0,0,0,0,2
"6704","Male","Black",2005,114,"Assault",1,0,0,0,0,0,0,0,7
"6705","Male","White",2005,114,"Assault",0,1,0,0,1,0,0,1,1
"6706","Male","Asian",2007,114,"Assault",3,10,4,0,0,0,0,5,19
"6707","Female","Black",2007,114,"Assault",12,15,10,0,7,0,0,8,29
"6708","Male","Black",2007,114,"Assault",24,68,20,0,16,0,1,16,100
"6709","Unknown","Black",2007,114,"Assault",0,1,0,0,0,0,0,0,2
"6710","Female","Hispanic",2007,114,"Assault",9,12,8,0,8,0,0,5,23
"6711","Male","Hispanic",2007,114,"Assault",37,115,32,0,25,0,0,45,151
"6712","Unknown","Hispanic",2007,114,"Assault",0,5,0,0,0,0,0,2,5
"6713","Female","Native",2007,114,"Assault",1,1,0,0,1,0,0,0,1
"6714","Male","Native",2007,114,"Assault",2,7,2,0,0,0,0,2,7
"6715","Female","Other",2007,114,"Assault",0,1,0,0,0,0,0,0,2
"6716","Male","Other",2007,114,"Assault",10,18,10,0,2,0,0,9,22
"6717","Unknown","Other",2007,114,"Assault",10,20,9,0,7,0,0,7,23
"6718","Female","White",2007,114,"Assault",6,9,4,0,5,0,0,7,14
"6719","Male","White",2007,114,"Assault",32,63,30,0,18,0,2,25,80
"6720","Unknown","White",2007,114,"Assault",1,2,1,0,1,0,0,1,3
"6721","Female","Asian",2008,114,"Assault",0,0,0,0,0,0,0,1,1
"6722","Male","Asian",2008,114,"Assault",4,19,2,0,2,0,0,7,28
"6723","Female","Black",2008,114,"Assault",5,4,2,0,2,0,0,5,27
"6724","Male","Black",2008,114,"Assault",15,51,13,0,5,1,0,18,105
"6725","Unknown","Black",2008,114,"Assault",0,2,0,0,0,0,0,2,4
"6726","Female","Hispanic",2008,114,"Assault",9,23,6,0,1,0,0,14,40
"6727","Male","Hispanic",2008,114,"Assault",41,146,44,0,17,0,3,76,192
"6728","Unknown","Hispanic",2008,114,"Assault",1,2,1,0,0,0,0,0,3
"6729","Male","Native",2008,114,"Assault",0,5,0,0,0,0,0,5,7
"6730","Female","Other",2008,114,"Assault",0,1,0,0,0,0,0,1,3
"6731","Male","Other",2008,114,"Assault",1,23,1,0,3,0,0,19,26
"6732","Unknown","Other",2008,114,"Assault",2,7,1,0,0,0,0,4,17
"6733","Female","White",2008,114,"Assault",3,5,1,0,1,0,0,0,9
"6734","Male","White",2008,114,"Assault",15,55,10,0,14,0,0,26,68
"6735","Unknown","White",2008,114,"Assault",1,1,1,0,0,0,0,1,1
"6736","Female","Asian",2009,114,"Assault",0,0,0,0,0,0,0,1,1
"6737","Male","Asian",2009,114,"Assault",10,16,9,0,6,0,0,12,38
"6738","Unknown","Asian",2009,114,"Assault",1,1,1,0,1,0,0,1,1
"6739","Female","Black",2009,114,"Assault",3,3,1,0,0,0,0,1,17
"6740","Male","Black",2009,114,"Assault",13,33,13,0,7,0,3,17,76
"6741","Unknown","Black",2009,114,"Assault",0,1,0,0,0,0,0,0,9
"6742","Female","Hispanic",2009,114,"Assault",3,6,2,0,3,0,0,4,20
"6743","Male","Hispanic",2009,114,"Assault",30,113,31,0,24,0,2,63,157
"6744","Unknown","Hispanic",2009,114,"Assault",0,0,0,0,0,0,0,0,1
"6745","Male","Native",2009,114,"Assault",2,3,1,0,1,0,0,0,4
"6746","Male","Other",2009,114,"Assault",1,2,2,0,0,0,0,0,3
"6747","Unknown","Other",2009,114,"Assault",4,9,5,0,4,0,0,5,13
"6748","Female","White",2009,114,"Assault",0,3,0,0,0,0,0,1,8
"6749","Male","White",2009,114,"Assault",19,49,18,0,14,0,0,28,76
"6750","Unknown","White",2009,114,"Assault",0,0,0,0,0,0,0,0,1
"6751","Female","Asian",2010,114,"Assault",0,1,0,0,0,0,0,0,2
"6752","Male","Asian",2010,114,"Assault",4,21,3,0,0,0,0,5,29
"6753","Unknown","Asian",2010,114,"Assault",0,3,0,0,0,0,0,0,4
"6754","Female","Black",2010,114,"Assault",8,8,4,0,2,0,0,3,25
"6755","Male","Black",2010,114,"Assault",11,41,8,0,2,0,0,7,87
"6756","Unknown","Black",2010,114,"Assault",1,1,1,0,0,0,0,0,3
"6757","Female","Hispanic",2010,114,"Assault",1,2,0,0,1,0,0,2,15
"6758","Male","Hispanic",2010,114,"Assault",30,94,30,0,10,0,0,26,120
"6759","Unknown","Hispanic",2010,114,"Assault",0,1,0,0,0,0,0,0,2
"6760","Male","Native",2010,114,"Assault",0,2,0,0,0,0,0,0,2
"6761","Female","Other",2010,114,"Assault",0,0,0,0,0,0,0,1,3
"6762","Male","Other",2010,114,"Assault",1,4,1,0,1,0,0,3,10
"6763","Unknown","Other",2010,114,"Assault",2,5,2,0,0,0,0,4,8
"6764","Female","White",2010,114,"Assault",2,3,0,0,0,0,0,0,7
"6765","Male","White",2010,114,"Assault",16,50,12,0,2,0,0,16,74
"6766","Unknown","White",2010,114,"Assault",0,1,0,0,0,0,0,0,1
"6767","Female","Asian",2011,114,"Assault",1,2,1,0,1,0,0,0,2
"6768","Male","Asian",2011,114,"Assault",5,21,4,0,1,0,0,2,28
"6769","Unknown","Asian",2011,114,"Assault",0,1,0,0,0,0,0,1,2
"6770","Female","Black",2011,114,"Assault",2,4,2,0,0,0,0,2,9
"6771","Male","Black",2011,114,"Assault",25,64,22,0,10,0,3,24,108
"6772","Unknown","Black",2011,114,"Assault",1,2,0,0,1,0,1,1,3
"6773","Female","Hispanic",2011,114,"Assault",7,5,5,0,1,0,0,5,19
"6774","Male","Hispanic",2011,114,"Assault",37,98,28,0,16,0,0,27,146
"6775","Female","Native",2011,114,"Assault",0,0,0,0,0,0,0,0,1
"6776","Male","Native",2011,114,"Assault",0,1,0,0,0,0,0,0,1
"6777","Male","Other",2011,114,"Assault",3,9,1,0,0,0,0,1,19
"6778","Unknown","Other",2011,114,"Assault",0,2,0,0,0,0,0,1,8
"6779","Female","White",2011,114,"Assault",2,2,1,0,0,0,0,1,5
"6780","Male","White",2011,114,"Assault",18,39,11,0,6,0,1,8,55
"6781","Unknown","White",2011,114,"Assault",0,1,1,0,0,0,0,0,1
"6782","Female","Asian",2012,114,"Assault",1,2,1,0,1,0,0,0,2
"6783","Male","Asian",2012,114,"Assault",3,15,2,0,2,0,0,6,21
"6784","Unknown","Asian",2012,114,"Assault",0,0,0,0,0,0,0,0,1
"6785","Female","Black",2012,114,"Assault",4,1,0,0,1,0,0,0,5
"6786","Male","Black",2012,114,"Assault",15,44,7,0,12,0,2,19,79
"6787","Unknown","Black",2012,114,"Assault",0,0,0,0,0,0,0,0,1
"6788","Female","Hispanic",2012,114,"Assault",5,8,1,0,1,0,0,1,13
"6789","Male","Hispanic",2012,114,"Assault",23,62,17,0,14,0,1,27,100
"6790","Male","Native",2012,114,"Assault",0,0,0,0,0,0,0,0,2
"6791","Female","Other",2012,114,"Assault",0,0,0,0,1,0,0,0,1
"6792","Male","Other",2012,114,"Assault",1,1,0,0,0,0,0,0,1
"6793","Unknown","Other",2012,114,"Assault",0,0,0,0,0,0,0,0,2
"6794","Female","White",2012,114,"Assault",2,3,0,0,0,0,0,3,10
"6795","Male","White",2012,114,"Assault",11,36,8,0,4,0,0,14,42
"6796","Female","Asian",2013,114,"Assault",1,1,1,0,0,0,0,0,1
"6797","Male","Asian",2013,114,"Assault",2,3,0,0,0,0,0,1,5
"6798","Female","Black",2013,114,"Assault",1,1,1,0,0,0,0,0,6
"6799","Male","Black",2013,114,"Assault",7,23,9,0,2,0,0,9,36
"6800","Female","Hispanic",2013,114,"Assault",1,2,1,0,1,0,0,0,5
"6801","Male","Hispanic",2013,114,"Assault",22,43,18,0,16,0,0,17,54
"6802","Male","Native",2013,114,"Assault",0,1,0,0,0,0,0,1,2
"6803","Male","Other",2013,114,"Assault",0,3,1,0,2,0,0,2,7
"6804","Female","White",2013,114,"Assault",0,0,0,0,0,0,0,0,1
"6805","Male","White",2013,114,"Assault",4,16,3,0,4,0,0,6,18
"6806","Male","Asian",2014,114,"Assault",0,2,2,0,0,0,0,0,7
"6807","Female","Black",2014,114,"Assault",2,4,0,0,2,0,0,1,4
"6808","Male","Black",2014,114,"Assault",1,6,0,0,0,0,0,0,13
"6809","Male","Hispanic",2014,114,"Assault",3,15,3,0,5,0,0,5,24
"6810","Male","Other",2014,114,"Assault",0,1,0,0,0,0,0,0,1
"6811","Female","White",2014,114,"Assault",0,0,0,0,0,0,0,0,1
"6812","Male","White",2014,114,"Assault",4,8,3,0,1,0,0,5,11
"6813","Male","Asian",2015,114,"Assault",1,1,1,0,4,0,1,2,10
"6814","Male","Black",2015,114,"Assault",0,14,3,0,7,0,0,3,17
"6815","Male","Hispanic",2015,114,"Assault",0,6,1,0,3,0,1,2,7
"6816","Male","Native",2015,114,"Assault",0,1,0,0,0,0,0,0,1
"6817","Female","White",2015,114,"Assault",0,0,0,0,1,0,0,0,1
"6818","Male","White",2015,114,"Assault",2,2,1,0,2,0,0,1,5
"6819","Male","Asian",2016,114,"Assault",0,1,0,0,0,0,0,0,1
"6820","Male","Black",2016,114,"Assault",2,10,1,0,2,0,0,3,16
"6821","Male","Hispanic",2016,114,"Assault",3,3,3,0,0,0,0,0,4
"6822","Female","White",2016,114,"Assault",0,1,0,0,0,0,0,0,1
"6823","Male","White",2016,114,"Assault",0,5,1,0,1,0,0,1,7
"6824","Male","Black",2017,114,"Assault",4,8,4,0,3,0,0,0,14
"6825","Female","Hispanic",2017,114,"Assault",0,0,0,0,0,0,0,0,1
"6826","Male","Hispanic",2017,114,"Assault",5,4,6,0,3,0,0,1,10
"6827","Male","Other",2017,114,"Assault",0,1,0,0,1,0,0,0,2
"6828","Female","White",2017,114,"Assault",0,0,0,0,0,0,0,0,1
"6829","Male","White",2017,114,"Assault",1,1,1,0,0,0,0,0,2
"6830","Female","Black",2018,114,"Assault",1,1,1,0,0,0,0,0,1
"6831","Male","Black",2018,114,"Assault",10,14,12,0,5,0,2,0,17
"6832","Female","Hispanic",2018,114,"Assault",2,2,2,0,0,0,0,0,3
"6833","Male","Hispanic",2018,114,"Assault",0,3,2,0,2,0,0,0,4
"6834","Female","White",2018,114,"Assault",0,0,1,0,1,0,0,0,1
"6835","Male","White",2018,114,"Assault",0,1,0,0,0,0,0,0,1
"6836","Female","Asian",2007,115,"Assault",0,0,0,0,0,0,0,0,2
"6837","Male","Asian",2007,115,"Assault",0,4,1,0,0,0,0,1,6
"6838","Female","Black",2007,115,"Assault",1,2,1,0,1,0,0,0,2
"6839","Male","Black",2007,115,"Assault",1,19,3,0,2,0,1,8,27
"6840","Female","Hispanic",2007,115,"Assault",1,6,2,0,1,0,0,5,15
"6841","Male","Hispanic",2007,115,"Assault",30,224,58,0,35,0,2,126,304
"6842","Male","Native",2007,115,"Assault",0,2,0,0,0,0,0,1,2
"6843","Unknown","Other",2007,115,"Assault",0,1,0,0,0,0,0,1,1
"6844","Female","White",2007,115,"Assault",0,1,0,0,0,0,0,0,1
"6845","Male","White",2007,115,"Assault",0,3,0,0,0,0,0,0,6
"6846","Male","Asian",2008,115,"Assault",1,25,2,0,1,0,0,13,30
"6847","Male","Black",2008,115,"Assault",0,32,4,0,0,0,0,17,41
"6848","Female","Hispanic",2008,115,"Assault",2,9,2,0,2,0,0,2,17
"6849","Male","Hispanic",2008,115,"Assault",30,470,79,0,52,0,6,263,564
"6850","Male","Native",2008,115,"Assault",0,1,0,0,0,0,0,1,3
"6851","Male","Other",2008,115,"Assault",0,1,0,0,0,0,0,0,1
"6852","Unknown","Other",2008,115,"Assault",0,1,0,0,0,0,0,1,1
"6853","Male","White",2008,115,"Assault",2,14,3,0,0,0,0,6,17
"6854","Female","Asian",2009,115,"Assault",0,0,0,0,0,0,0,0,1
"6855","Male","Asian",2009,115,"Assault",2,39,6,1,0,0,0,25,42
"6856","Female","Black",2009,115,"Assault",1,5,0,0,0,0,0,3,6
"6857","Male","Black",2009,115,"Assault",5,49,7,0,9,0,0,32,57
"6858","Female","Hispanic",2009,115,"Assault",2,25,2,0,5,0,0,25,44
"6859","Male","Hispanic",2009,115,"Assault",59,999,100,0,85,0,6,831,1154
"6860","Unknown","Hispanic",2009,115,"Assault",0,1,0,0,0,0,0,1,1
"6861","Male","Native",2009,115,"Assault",0,1,0,0,0,0,0,0,1
"6862","Female","Other",2009,115,"Assault",0,1,0,0,0,0,0,1,1
"6863","Male","Other",2009,115,"Assault",1,13,0,0,0,0,0,11,16
"6864","Unknown","Other",2009,115,"Assault",0,2,1,0,0,0,0,2,3
"6865","Female","White",2009,115,"Assault",0,1,0,0,0,0,0,1,1
"6866","Male","White",2009,115,"Assault",0,16,1,1,3,0,0,12,19
"6867","Male","Asian",2010,115,"Assault",2,31,3,0,8,0,0,13,38
"6868","Female","Black",2010,115,"Assault",1,1,1,0,0,0,0,0,3
"6869","Male","Black",2010,115,"Assault",5,55,9,0,5,0,2,47,74
"6870","Unknown","Black",2010,115,"Assault",0,0,0,0,0,0,0,0,1
"6871","Female","Hispanic",2010,115,"Assault",5,29,8,0,8,0,0,25,52
"6872","Male","Hispanic",2010,115,"Assault",60,1075,99,2,84,0,3,838,1196
"6873","Unknown","Hispanic",2010,115,"Assault",0,2,0,0,0,0,0,1,4
"6874","Male","Native",2010,115,"Assault",0,0,0,0,0,0,0,0,2
"6875","Female","Other",2010,115,"Assault",0,2,0,0,0,0,0,0,2
"6876","Male","Other",2010,115,"Assault",1,23,3,0,1,0,0,20,29
"6877","Unknown","Other",2010,115,"Assault",0,10,0,0,0,0,0,5,11
"6878","Female","White",2010,115,"Assault",0,0,0,0,0,0,0,0,3
"6879","Male","White",2010,115,"Assault",0,16,1,0,2,0,0,14,19
"6880","Unknown","White",2010,115,"Assault",0,1,0,0,0,0,0,1,2
"6881","Female","Asian",2011,115,"Assault",0,0,0,0,0,0,0,0,1
"6882","Male","Asian",2011,115,"Assault",2,37,5,0,1,0,0,25,52
"6883","Female","Black",2011,115,"Assault",0,2,1,0,0,0,0,2,6
"6884","Male","Black",2011,115,"Assault",7,65,11,0,6,0,0,42,77
"6885","Unknown","Black",2011,115,"Assault",0,1,0,0,0,0,0,1,1
"6886","Female","Hispanic",2011,115,"Assault",6,33,5,0,7,0,1,24,53
"6887","Male","Hispanic",2011,115,"Assault",81,1205,174,1,109,0,1,852,1441
"6888","Unknown","Hispanic",2011,115,"Assault",1,13,1,0,1,0,0,11,14
"6889","Male","Native",2011,115,"Assault",0,11,0,0,0,0,0,7,11
"6890","Female","Other",2011,115,"Assault",0,0,0,0,0,0,0,0,2
"6891","Male","Other",2011,115,"Assault",2,27,2,0,1,0,0,19,36
"6892","Unknown","Other",2011,115,"Assault",0,18,1,0,0,0,0,13,22
"6893","Female","White",2011,115,"Assault",0,1,0,0,0,0,0,0,1
"6894","Male","White",2011,115,"Assault",6,45,14,0,8,0,0,36,55
"6895","Female","Asian",2012,115,"Assault",0,1,0,0,0,0,0,0,4
"6896","Male","Asian",2012,115,"Assault",0,14,2,0,1,0,0,4,21
"6897","Female","Black",2012,115,"Assault",1,4,1,0,1,0,0,2,6
"6898","Male","Black",2012,115,"Assault",1,33,5,0,2,0,0,14,47
"6899","Female","Hispanic",2012,115,"Assault",1,20,2,0,2,0,0,15,32
"6900","Male","Hispanic",2012,115,"Assault",44,564,64,3,62,0,1,329,644
"6901","Unknown","Hispanic",2012,115,"Assault",0,0,0,0,0,0,0,0,2
"6902","Male","Native",2012,115,"Assault",0,3,0,0,0,0,0,2,3
"6903","Male","Other",2012,115,"Assault",0,8,2,0,0,0,0,3,8
"6904","Unknown","Other",2012,115,"Assault",1,8,2,1,2,0,0,5,9
"6905","Female","White",2012,115,"Assault",0,2,0,0,0,0,0,2,3
"6906","Male","White",2012,115,"Assault",2,10,2,0,2,0,0,4,13
"6907","Male","Asian",2013,115,"Assault",0,2,0,0,1,0,0,1,7
"6908","Male","Black",2013,115,"Assault",0,2,0,0,2,0,0,1,8
"6909","Female","Hispanic",2013,115,"Assault",0,0,0,0,0,0,0,0,1
"6910","Male","Hispanic",2013,115,"Assault",13,65,16,0,23,0,1,35,81
"6911","Male","Other",2013,115,"Assault",0,1,0,0,0,0,0,1,3
"6912","Female","White",2013,115,"Assault",0,0,0,0,0,0,0,0,1
"6913","Male","White",2013,115,"Assault",0,1,1,0,0,0,0,0,3
"6914","Male","Black",2014,115,"Assault",0,2,0,0,1,0,0,1,3
"6915","Female","Hispanic",2014,115,"Assault",0,1,0,0,0,0,0,1,1
"6916","Male","Hispanic",2014,115,"Assault",0,19,5,0,9,0,0,10,21
"6917","Male","Black",2015,115,"Assault",0,4,1,0,1,0,0,2,4
"6918","Male","Hispanic",2015,115,"Assault",6,27,5,0,10,0,0,7,30
"6919","Male","White",2015,115,"Assault",0,2,0,0,0,0,0,0,4
"6920","Male","Asian",2016,115,"Assault",0,1,0,0,0,0,0,1,3
"6921","Male","Black",2016,115,"Assault",0,1,1,0,1,0,0,1,3
"6922","Female","Hispanic",2016,115,"Assault",0,0,0,0,1,0,0,0,4
"6923","Male","Hispanic",2016,115,"Assault",5,15,4,0,5,0,2,2,17
"6924","Male","Native",2016,115,"Assault",0,1,1,0,0,0,0,1,1
"6925","Male","Black",2017,115,"Assault",1,1,1,0,0,0,0,0,2
"6926","Female","Hispanic",2017,115,"Assault",2,1,0,0,0,0,0,0,5
"6927","Male","Hispanic",2017,115,"Assault",2,10,4,0,2,0,0,0,12
"6928","Male","Other",2017,115,"Assault",0,2,0,0,1,0,0,0,2
"6929","Female","Asian",2018,115,"Assault",1,0,1,0,0,0,0,0,1
"6930","Male","Asian",2018,115,"Assault",1,1,0,0,0,0,0,0,4
"6931","Male","Black",2018,115,"Assault",0,0,0,0,0,0,0,0,3
"6932","Female","Hispanic",2018,115,"Assault",0,0,0,0,0,0,0,0,1
"6933","Male","Hispanic",2018,115,"Assault",8,9,6,0,6,0,0,2,22
"6934","Male","White",2018,115,"Assault",0,0,0,0,0,0,0,0,1
"6935","Male","Asian",2007,120,"Assault",0,2,0,0,2,0,0,0,7
"6936","Female","Black",2007,120,"Assault",3,5,2,0,3,0,0,2,20
"6937","Male","Black",2007,120,"Assault",17,52,18,0,20,0,1,26,125
"6938","Unknown","Black",2007,120,"Assault",1,1,1,0,1,0,0,1,2
"6939","Female","Hispanic",2007,120,"Assault",4,4,4,0,4,0,0,0,13
"6940","Male","Hispanic",2007,120,"Assault",12,41,11,0,8,0,3,21,81
"6941","Female","Other",2007,120,"Assault",0,0,0,0,0,0,0,0,1
