"","Precinct","Population","Area","White","Black","Native","AsPac","Hisp","Year","AsPacA","BlackA","HispA","NativeA","WhiteA","TotalA"
"311",40,91497,2.07684180273771,1428,23680,177,542,64887,2008,4,313,364,2,9,716
"312",40,91497,2.07684180273771,1428,23680,177,542,64887,2009,3,269,314,2,11,608
"313",40,91497,2.07684180273771,1428,23680,177,542,64887,2010,4,502,559,0,16,1098
"314",40,91497,2.07684180273771,1428,23680,177,542,64887,2011,4,537,555,3,12,1121
"315",40,91497,2.07684180273771,1428,23680,177,542,64887,2012,5,456,558,1,16,1044
"316",40,91497,2.07684180273771,1428,23680,177,542,64887,2013,0,273,317,0,4,600
"317",40,91497,2.07684180273771,1428,23680,177,542,64887,2014,5,294,330,1,12,668
"318",40,91497,2.07684180273771,1428,23680,177,542,64887,2015,0,256,255,0,12,540
"319",40,91497,2.07684180273771,1428,23680,177,542,64887,2016,1,77,86,1,3,172
"320",40,91497,2.07684180273771,1428,23680,177,542,64887,2017,0,70,39,0,0,110
"321",40,91497,2.07684180273771,1428,23680,177,542,64887,2018,0,43,53,0,1,98
"322",41,52246,2.13659507826566,694,11536,92,341,39089,2005,0,1,1,0,0,2
"323",41,52246,2.13659507826566,694,11536,92,341,39089,2006,0,98,112,0,10,225
"324",41,52246,2.13659507826566,694,11536,92,341,39089,2007,1,86,140,0,5,244
"325",41,52246,2.13659507826566,694,11536,92,341,39089,2008,2,206,269,0,7,527
"326",41,52246,2.13659507826566,694,11536,92,341,39089,2009,0,172,227,0,10,465
"327",41,52246,2.13659507826566,694,11536,92,341,39089,2010,2,210,356,0,6,624
"328",41,52246,2.13659507826566,694,11536,92,341,39089,2011,3,172,286,0,7,503
"329",41,52246,2.13659507826566,694,11536,92,341,39089,2012,7,162,200,0,14,404
"330",41,52246,2.13659507826566,694,11536,92,341,39089,2013,0,44,55,0,5,109
"331",41,52246,2.13659507826566,694,11536,92,341,39089,2014,0,27,47,0,0,79
"332",41,52246,2.13659507826566,694,11536,92,341,39089,2015,0,37,40,0,2,79
"333",41,52246,2.13659507826566,694,11536,92,341,39089,2016,0,9,22,0,0,31
"334",41,52246,2.13659507826566,694,11536,92,341,39089,2017,0,8,11,0,1,20
"335",41,52246,2.13659507826566,694,11536,92,341,39089,2018,0,9,14,0,0,23
"336",42,79762,1.54090878184633,918,31387,230,380,46013,2005,0,8,7,0,0,15
"337",42,79762,1.54090878184633,918,31387,230,380,46013,2006,0,292,174,0,5,503
"338",42,79762,1.54090878184633,918,31387,230,380,46013,2007,1,330,176,0,6,532
"339",42,79762,1.54090878184633,918,31387,230,380,46013,2008,2,397,202,1,5,640
"340",42,79762,1.54090878184633,918,31387,230,380,46013,2009,3,264,147,0,2,423
"341",42,79762,1.54090878184633,918,31387,230,380,46013,2010,2,517,259,0,5,810
"342",42,79762,1.54090878184633,918,31387,230,380,46013,2011,1,479,275,1,9,786
"343",42,79762,1.54090878184633,918,31387,230,380,46013,2012,0,412,251,1,9,687
"344",42,79762,1.54090878184633,918,31387,230,380,46013,2013,0,162,118,0,3,291
"345",42,79762,1.54090878184633,918,31387,230,380,46013,2014,1,128,103,0,3,245
"346",42,79762,1.54090878184633,918,31387,230,380,46013,2015,1,88,56,0,0,153
"347",42,79762,1.54090878184633,918,31387,230,380,46013,2016,0,49,26,0,0,80
"348",42,79762,1.54090878184633,918,31387,230,380,46013,2017,0,60,37,0,1,98
"349",42,79762,1.54090878184633,918,31387,230,380,46013,2018,0,41,19,0,0,60
"350",43,172122,3.89595784601951,4739,53042,562,9937,99213,2005,0,4,1,0,0,5
"351",43,172122,3.89595784601951,4739,53042,562,9937,99213,2006,5,360,297,1,22,707
"352",43,172122,3.89595784601951,4739,53042,562,9937,99213,2007,3,361,337,2,17,728
"353",43,172122,3.89595784601951,4739,53042,562,9937,99213,2008,15,374,355,5,19,794
"354",43,172122,3.89595784601951,4739,53042,562,9937,99213,2009,12,507,475,2,29,1050
"355",43,172122,3.89595784601951,4739,53042,562,9937,99213,2010,9,512,474,1,24,1072
"356",43,172122,3.89595784601951,4739,53042,562,9937,99213,2011,6,502,600,5,21,1200
"357",43,172122,3.89595784601951,4739,53042,562,9937,99213,2012,3,382,398,4,14,818
"358",43,172122,3.89595784601951,4739,53042,562,9937,99213,2013,2,153,125,1,3,289
"359",43,172122,3.89595784601951,4739,53042,562,9937,99213,2014,1,75,75,0,1,154
"360",43,172122,3.89595784601951,4739,53042,562,9937,99213,2015,1,83,86,0,2,181
"361",43,172122,3.89595784601951,4739,53042,562,9937,99213,2016,0,56,45,0,1,103
"362",43,172122,3.89595784601951,4739,53042,562,9937,99213,2017,1,14,22,0,0,38
"363",43,172122,3.89595784601951,4739,53042,562,9937,99213,2018,0,63,42,0,1,108
"364",44,146441,1.90921118010283,2193,47344,310,2258,92338,2005,0,2,4,0,4,10
"365",44,146441,1.90921118010283,2193,47344,310,2258,92338,2006,0,132,104,0,6,251
"366",44,146441,1.90921118010283,2193,47344,310,2258,92338,2007,1,165,141,0,6,343
"367",44,146441,1.90921118010283,2193,47344,310,2258,92338,2008,1,195,140,1,5,379
"368",44,146441,1.90921118010283,2193,47344,310,2258,92338,2009,2,231,227,1,9,515
"369",44,146441,1.90921118010283,2193,47344,310,2258,92338,2010,5,587,536,2,16,1202
"370",44,146441,1.90921118010283,2193,47344,310,2258,92338,2011,9,628,534,1,32,1264
"371",44,146441,1.90921118010283,2193,47344,310,2258,92338,2012,14,582,671,3,37,1335
"372",44,146441,1.90921118010283,2193,47344,310,2258,92338,2013,3,220,315,1,18,563
"373",44,146441,1.90921118010283,2193,47344,310,2258,92338,2014,0,87,102,0,2,191
"374",44,146441,1.90921118010283,2193,47344,310,2258,92338,2015,0,33,29,0,1,63
"375",44,146441,1.90921118010283,2193,47344,310,2258,92338,2016,0,8,4,0,0,13
"376",44,146441,1.90921118010283,2193,47344,310,2258,92338,2017,0,35,41,0,0,77
"377",44,146441,1.90921118010283,2193,47344,310,2258,92338,2018,1,30,37,0,2,70
"378",45,120833,9.3352139559453,41615,26967,277,5539,44175,2005,0,3,1,0,0,5
"379",45,120833,9.3352139559453,41615,26967,277,5539,44175,2006,5,70,76,0,41,204
"380",45,120833,9.3352139559453,41615,26967,277,5539,44175,2007,1,50,65,0,33,161
"381",45,120833,9.3352139559453,41615,26967,277,5539,44175,2008,3,62,74,1,29,174
"382",45,120833,9.3352139559453,41615,26967,277,5539,44175,2009,8,90,100,1,41,245
"383",45,120833,9.3352139559453,41615,26967,277,5539,44175,2010,2,127,130,1,53,318
"384",45,120833,9.3352139559453,41615,26967,277,5539,44175,2011,7,128,135,0,67,346
"385",45,120833,9.3352139559453,41615,26967,277,5539,44175,2012,5,144,105,1,58,323
"386",45,120833,9.3352139559453,41615,26967,277,5539,44175,2013,0,32,38,0,19,91
"387",45,120833,9.3352139559453,41615,26967,277,5539,44175,2014,1,21,11,0,7,41
"388",45,120833,9.3352139559453,41615,26967,277,5539,44175,2015,1,8,13,0,6,28
"389",45,120833,9.3352139559453,41615,26967,277,5539,44175,2016,0,11,7,0,3,22
"390",45,120833,9.3352139559453,41615,26967,277,5539,44175,2017,0,9,5,0,0,16
"391",45,120833,9.3352139559453,41615,26967,277,5539,44175,2018,0,8,4,0,2,14
"392",46,128200,1.31761625093656,1791,36795,318,1949,85600,2005,0,3,0,0,0,3
"393",46,128200,1.31761625093656,1791,36795,318,1949,85600,2006,4,189,195,3,4,407
"394",46,128200,1.31761625093656,1791,36795,318,1949,85600,2007,7,225,231,2,8,509
"395",46,128200,1.31761625093656,1791,36795,318,1949,85600,2008,3,160,186,0,7,389
"396",46,128200,1.31761625093656,1791,36795,318,1949,85600,2009,8,215,238,2,15,520
"397",46,128200,1.31761625093656,1791,36795,318,1949,85600,2010,3,222,229,0,9,482
"398",46,128200,1.31761625093656,1791,36795,318,1949,85600,2011,1,148,163,0,1,313
"399",46,128200,1.31761625093656,1791,36795,318,1949,85600,2012,11,118,121,1,3,256
"400",46,128200,1.31761625093656,1791,36795,318,1949,85600,2013,1,35,34,0,1,72
"401",46,128200,1.31761625093656,1791,36795,318,1949,85600,2014,0,22,23,0,0,45
"402",46,128200,1.31761625093656,1791,36795,318,1949,85600,2015,0,13,13,0,1,27
"403",46,128200,1.31761625093656,1791,36795,318,1949,85600,2016,0,14,10,0,0,24
"404",46,128200,1.31761625093656,1791,36795,318,1949,85600,2017,1,43,43,0,2,91
"405",46,128200,1.31761625093656,1791,36795,318,1949,85600,2018,0,41,37,0,0,79
"406",47,152374,5.51972817766751,10871,99102,587,2922,34919,2005,0,4,4,0,3,12
"407",47,152374,5.51972817766751,10871,99102,587,2922,34919,2006,3,251,70,0,13,349
"408",47,152374,5.51972817766751,10871,99102,587,2922,34919,2007,0,335,105,0,23,474
"409",47,152374,5.51972817766751,10871,99102,587,2922,34919,2008,9,406,126,2,11,574
"410",47,152374,5.51972817766751,10871,99102,587,2922,34919,2009,6,328,102,0,14,458
"411",47,152374,5.51972817766751,10871,99102,587,2922,34919,2010,21,927,164,2,29,1167
"412",47,152374,5.51972817766751,10871,99102,587,2922,34919,2011,8,706,163,3,20,919
"413",47,152374,5.51972817766751,10871,99102,587,2922,34919,2012,5,461,132,4,15,629
"414",47,152374,5.51972817766751,10871,99102,587,2922,34919,2013,4,203,28,1,4,240
"415",47,152374,5.51972817766751,10871,99102,587,2922,34919,2014,2,108,52,0,2,168
"416",47,152374,5.51972817766751,10871,99102,587,2922,34919,2015,0,147,58,1,2,213
"417",47,152374,5.51972817766751,10871,99102,587,2922,34919,2016,0,51,14,0,0,65
"418",47,152374,5.51972817766751,10871,99102,587,2922,34919,2017,0,40,11,0,0,52
"419",47,152374,5.51972817766751,10871,99102,587,2922,34919,2018,0,17,5,0,0,22
"420",48,83266,1.48650517866485,6219,21548,172,952,53447,2005,0,0,2,0,0,2
"421",48,83266,1.48650517866485,6219,21548,172,952,53447,2006,0,80,85,0,6,171
"422",48,83266,1.48650517866485,6219,21548,172,952,53447,2007,4,95,88,0,5,193
"423",48,83266,1.48650517866485,6219,21548,172,952,53447,2008,3,105,105,1,6,223
"424",48,83266,1.48650517866485,6219,21548,172,952,53447,2009,2,115,139,0,7,268
"425",48,83266,1.48650517866485,6219,21548,172,952,53447,2010,5,173,254,0,14,502
"426",48,83266,1.48650517866485,6219,21548,172,952,53447,2011,2,156,145,0,23,353
"427",48,83266,1.48650517866485,6219,21548,172,952,53447,2012,3,92,89,1,3,193
"428",48,83266,1.48650517866485,6219,21548,172,952,53447,2013,0,27,33,0,1,62
"429",48,83266,1.48650517866485,6219,21548,172,952,53447,2014,0,15,7,0,2,27
"430",48,83266,1.48650517866485,6219,21548,172,952,53447,2015,0,9,11,0,1,21
"431",48,83266,1.48650517866485,6219,21548,172,952,53447,2016,0,13,10,0,1,24
"432",48,83266,1.48650517866485,6219,21548,172,952,53447,2017,0,25,19,0,1,45
"433",48,83266,1.48650517866485,6219,21548,172,952,53447,2018,0,18,23,0,3,44
"434",49,114712,3.6378204439109,31212,23367,265,8731,48721,2005,0,4,1,0,0,5
"435",49,114712,3.6378204439109,31212,23367,265,8731,48721,2006,5,66,52,0,14,138
"436",49,114712,3.6378204439109,31212,23367,265,8731,48721,2007,1,78,71,0,10,160
"437",49,114712,3.6378204439109,31212,23367,265,8731,48721,2008,3,96,96,1,16,216
"438",49,114712,3.6378204439109,31212,23367,265,8731,48721,2009,6,179,134,6,24,357
"439",49,114712,3.6378204439109,31212,23367,265,8731,48721,2010,11,205,181,6,38,453
"440",49,114712,3.6378204439109,31212,23367,265,8731,48721,2011,7,174,147,2,42,378
"441",49,114712,3.6378204439109,31212,23367,265,8731,48721,2012,5,158,132,3,44,349
"442",49,114712,3.6378204439109,31212,23367,265,8731,48721,2013,3,45,42,0,16,106
"443",49,114712,3.6378204439109,31212,23367,265,8731,48721,2014,1,28,24,0,5,59
"444",49,114712,3.6378204439109,31212,23367,265,8731,48721,2015,4,29,56,0,16,105
"445",49,114712,3.6378204439109,31212,23367,265,8731,48721,2016,2,30,28,0,9,70
"446",49,114712,3.6378204439109,31212,23367,265,8731,48721,2017,0,50,37,0,6,94
"447",49,114712,3.6378204439109,31212,23367,265,8731,48721,2018,0,16,17,0,5,38
"448",50,101720,4.69122339432268,39181,11432,146,5048,44156,2005,0,0,0,0,0,0
"449",50,101720,4.69122339432268,39181,11432,146,5048,44156,2006,0,3,6,0,0,9
"450",50,101720,4.69122339432268,39181,11432,146,5048,44156,2007,0,16,52,0,13,82
"451",50,101720,4.69122339432268,39181,11432,146,5048,44156,2008,1,56,84,0,26,170
"452",50,101720,4.69122339432268,39181,11432,146,5048,44156,2009,4,65,110,0,27,208
"453",50,101720,4.69122339432268,39181,11432,146,5048,44156,2010,5,76,139,1,42,264
